elapsed_ms,timestamp,dTLB-loads,dTLB-loads_time_enabled,dTLB-loads_time_running,dTLB-load-misses,dTLB-load-misses_time_enabled,dTLB-load-misses_time_running,dTLB-stores,dTLB-stores_time_enabled,dTLB-stores_time_running,dTLB-store-misses,dTLB-store-misses_time_enabled,dTLB-store-misses_time_running,iTLB-loads,iTLB-loads_time_enabled,iTLB-loads_time_running,iTLB-load-misses,iTLB-load-misses_time_enabled,iTLB-load-misses_time_running,L1-dcache-loads,L1-dcache-loads_time_enabled,L1-dcache-loads_time_running,L1-dcache-load-misses,L1-dcache-load-misses_time_enabled,L1-dcache-load-misses_time_running,L1-dcache-stores,L1-dcache-stores_time_enabled,L1-dcache-stores_time_running,L1-icache-load-misses,L1-icache-load-misses_time_enabled,L1-icache-load-misses_time_running,l1d.replacement,l1d.replacement_time_enabled,l1d.replacement_time_running,l1d_pend_miss.fb_full,l1d_pend_miss.fb_full_time_enabled,l1d_pend_miss.fb_full_time_running,l1d_pend_miss.pending,l1d_pend_miss.pending_time_enabled,l1d_pend_miss.pending_time_running,LLC-loads,LLC-loads_time_enabled,LLC-loads_time_running,LLC-load-misses,LLC-load-misses_time_enabled,LLC-load-misses_time_running,LLC-stores,LLC-stores_time_enabled,LLC-stores_time_running,LLC-store-misses,LLC-store-misses_time_enabled,LLC-store-misses_time_running,cache-references,cache-references_time_enabled,cache-references_time_running,cache-misses,cache-misses_time_enabled,cache-misses_time_running,mem-loads,mem-loads_time_enabled,mem-loads_time_running,mem-stores,mem-stores_time_enabled,mem-stores_time_running,mem_inst_retired.all_loads,mem_inst_retired.all_loads_time_enabled,mem_inst_retired.all_loads_time_running,mem_inst_retired.all_stores,mem_inst_retired.all_stores_time_enabled,mem_inst_retired.all_stores_time_running,mem_inst_retired.any,mem_inst_retired.any_time_enabled,mem_inst_retired.any_time_running
5500,2026-03-09 14:41:38.038,734743293,5487410723,911441273,2790,5487413218,912596211,1185920682,5487407575,913472220,1104,5487401946,914191360,28458,5487396063,920725252,1365,5487389074,920450196,735602403,5487383116,919747804,389951,5487377415,920798479,1196947493,5487371421,914461472,879685,5487365523,915232625,392173,5487359609,915843393,7519,5487353068,915159657,7885527,5487346663,914885792,133295,5487340360,915095322,9854,5487334240,914836385,50518,5487327989,456750833,2458,5487322805,457646426,1635521,5487318076,685283246,149156,5487312769,913653119,7827,5487307550,912712088,3771,5487301486,910689269,727275808,5487295688,910612680,1188045307,5487289755,909877659,1923937876,5487280490,910064560
6000,2026-03-09 14:41:38.538,757913983,5985299269,995161731,2288,5985288482,996287429,1221964682,5985282735,997105896,1193,5985277078,997908190,30487,5985271172,1004579980,1048,5985264139,1004288578,761061229,5985258056,1003595040,365155,5985251968,1004552784,1221103055,5985245816,998256232,838970,5985239782,999048905,369871,5985233683,999364325,9730,5985228032,998259986,5976134,5985222468,996938686,106563,5985217016,996046878,3506,5985211614,995127648,42394,5985205721,496670136,3352,5985199120,498055389,1511750,5985192888,747583819,153826,5985186434,996722504,9122,5985180013,996586000,3152,5985173483,994876336,744018468,5985167233,993937946,1225424573,5985160566,993384131,1968692034,5985151127,993719614
6500,2026-03-09 14:41:39.038,741369928,6484505639,1078892366,1518,6484494792,1080048560,1225149110,6484489016,1080846714,1019,6484483340,1081641511,30701,6484477592,1088586913,1084,6484470562,1088235375,747682912,6484464471,1087331275,315677,6484459723,1087832509,1210207682,6484454781,1080489075,606113,6484449598,1080324461,306950,6484444491,1079887421,12370,6484438140,1078751792,5697772,6484431476,1078159980,85786,6484425010,1078264798,8406,6484418617,1078369273,41687,6484412156,538663405,6699,6484405560,540069393,1024384,6484399236,810562277,130088,6484392779,1080712697,13555,6484386297,1080610323,5223,6484379786,1078848005,735113923,6484373505,1077937495,1192943810,6484366823,1077354707,1916510495,6484357390,1077678655
7000,2026-03-09 14:41:39.538,756062520,6983141879,1162616844,1920,6983130845,1163831214,1248509077,6983125069,1164546706,1060,6983120711,1165088465,29469,6983129107,1171065159,985,6983123057,1169376461,727035686,6983117902,1167537897,356314,6983112043,1168050414,1214580722,6983105877,1161671318,890026,6983099783,1162831753,367247,6983093649,1163375038,4095,6983087056,1162736362,6571583,6983080478,1162157333,138146,6983074035,1162210427,2770,6983067665,1162102763,49564,6983061228,580175903,2197,6983054633,581575195,2067619,6983048333,873058496,41337,6983041888,1164241959,1895,6983035810,1164369909,996,6983029278,1162862716,774474365,6983023030,1161953668,1243567330,6983016345,1161342507,2004726635,6983006921,1161409705
7500,2026-03-09 14:41:40.038,737526299,7481165363,1244845424,1400,7481155616,1245066843,1175955306,7481150971,1245032993,1027,7481146210,1245345092,33077,7481140624,1252304527,992,7481134308,1251609337,751005438,7481128559,1250769881,361953,7481123009,1251801797,1212533378,7481117201,1245173272,817325,7481111719,1246331302,368739,7481106358,1246859953,8488,7481100008,1246237238,7152525,7481093869,1245911139,122367,7481087710,1245956504,8179,7481081552,1245654366,45657,7481075864,621977912,3876,7481069423,623335575,1566590,7481063441,935821312,115092,7481057575,1248003559,6954,7481051476,1247850730,2586,7481045536,1246599835,748998868,7481039549,1245686417,1256685391,7481033090,1244830219,2002519638,7481024642,1244688978
8000,2026-03-09 14:41:40.538,730740143,7979402301,1326353201,1406,7979391268,1327561149,1245335947,7979385517,1328491503,1074,7979379859,1329304313,33923,7979373941,1335778312,866,7979366936,1335073028,756305971,7979360854,1334257589,346238,7979354751,1335276051,1227737714,7979348595,1329177295,743354,7979342647,1330314633,352954,7979336540,1330869008,7445,7979329931,1329965514,7276895,7979323296,1329660273,107783,7979316852,1329444872,9089,7979310487,1329131396,43479,7979304111,663783838,5434,7979297855,665109877,1398957,7979291600,998593612,145404,7979285146,1331793011,11137,7979279996,1331104810,4384,7979274702,1328633486,746450062,7979269410,1326739027,1210937339,7979263674,1324868929,1944697968,7979254479,1324940662
8500,2026-03-09 14:41:41.038,734550178,8478284264,1410044022,1976,8478273210,1411459147,1235388430,8478267494,1412375917,1169,8478261973,1413192370,29872,8478256074,1419638712,2216,8478249087,1418943184,746233578,8478256383,1418187965,322242,8478250484,1419144172,1224200857,8478244331,1413056199,639967,8478238271,1414216252,331315,8478232168,1414617810,3652,8478226242,1413726911,5755281,8478219639,1413479241,84178,8478213939,1413256086,5190,8478207807,1412879569,40207,8478204165,705121541,3676,8478199311,705575802,1002895,8478193972,1059090445,114834,8478188510,1412216679,6967,8478182340,1411489701,4166,8478175805,1410021067,739207868,8478169554,1408864728,1208671989,8478162911,1408028381,1958031403,8478153494,1408594224
9000,2026-03-09 14:41:41.538,758600375,8976559985,1493820829,2900,8976549162,1495056596,1243750237,8976543564,1495995085,1193,8976538141,1496933024,29260,8976532361,1503238892,1469,8976525555,1502791961,729875514,8976519589,1502068930,340245,8976513974,1502983924,1223803604,8976508137,1496996520,769530,8976502206,1498113255,355868,8976496404,1498419744,3795,8976491092,1497040980,6504394,8976485748,1495748775,91558,8976480385,1494532479,10075,8976475508,1493254564,45610,8976469424,745511755,7115,8976462949,746880654,1219595,8976456777,1121399145,150850,8976450496,1495434365,9184,8976444181,1495295717,3997,8976437839,1493444433,744372407,8976431764,1492195323,1235681645,8976425632,1491390750,2001682735,8976416457,1491888466
9500,2026-03-09 14:41:42.038,744018427,9474139998,1577697619,2736,9474128920,1578870208,1209096101,9474123599,1579860816,1210,9474118115,1580736110,27769,9474112347,1586788360,1731,9474105780,1586416213,730581819,9474099849,1585628399,364402,9474095470,1585912721,1196452513,9474090705,1579137955,781045,9474085892,1578998418,346259,9474081043,1578251944,4048,9474075093,1577072896,7491824,9474068526,1576765072,106819,9474062095,1576589132,8666,9474056082,1576386758,50212,9474049672,787357169,4924,9474043125,788766244,1655712,9474036833,1184002771,198047,9474030405,1579010472,11221,9474024110,1578750949,4506,9474017729,1576826395,740709324,9474024717,1575835342,1192168355,9474018319,1575000250,1942567250,9474009106,1575664761
10000,2026-03-09 14:41:42.538,764251763,9972547526,1661371746,2081,9972536403,1662554805,1237726291,9972530639,1663552742,1024,9972526051,1663907023,31423,9972521311,1668971007,1154,9972515194,1667815860,727572336,9972510048,1666022571,321251,9972504252,1666276142,1206245455,9972498070,1660497871,691065,9972492296,1661409235,334549,9972486176,1661654428,3722,9972479528,1660807986,6490543,9972472891,1660523415,92364,9972466427,1660341724,10027,9972460050,1659870574,40715,9972453605,829092291,5257,9972446997,830793152,1110049,9972440687,1247011795,124395,9972434216,1662989036,11725,9972427741,1662694645,5164,9972421215,1660514622,735600476,9972414941,1659259592,1208401597,9972408259,1658449665,1971723576,9972398808,1659113182
10500,2026-03-09 14:41:43.038,711563363,10471941344,1743868699,2155,10471931451,1743966869,1167487128,10471926677,1743916029,1092,10471921344,1744236634,31314,10471915483,1750311414,1035,10471908474,1750253822,744398576,10471915914,1749486382,346022,10471910261,1750238141,1237416282,10471904581,1744389899,819140,10471899144,1745271901,352376,10471893538,1745569530,3625,10471887294,1744496243,6704951,10471880919,1744282745,98924,10471874510,1744098254,5297,10471868201,1743612502,44190,10471861778,871097876,3143,10471855477,872767962,1303997,10471849175,1310019285,89326,10471842754,1746977970,7416,10471836316,1746588618,3553,10471829793,1744450913,739672729,10471823552,1743167177,1202629529,10471816879,1742364264,1935151469,10471808448,1742685561
11000,2026-03-09 14:41:43.538,758449924,10970334113,1825241840,1753,10970323069,1826426955,1231963280,10970317302,1827048614,1206,10970311633,1827913442,28910,10970305703,1833945863,2458,10970299082,1833748070,748410126,10970293022,1833293053,320373,10970286921,1834045541,1250734729,10970280745,1827941410,618196,10970274626,1828952593,313020,10970268524,1829112025,3072,10970261880,1828000472,4806087,10970255229,1827822068,68879,10970248764,1827582670,4881,10970242405,1827227980,35611,10970235965,913066358,4077,10970229566,914645181,883582,10970223251,1372894835,67358,10970216809,1830897023,4465,10970211417,1830011581,1290,10970205924,1826981478,741257739,10970200569,1824605031,1194926796,10970194861,1822763928,1945407616,10970185627,1823008662
11500,2026-03-09 14:41:44.038,770733006,11468481678,1909691657,1812,11468470663,1910921716,1240321644,11468464894,1910886019,1152,11468459220,1911383054,31007,11468453301,1917356948,1333,11468446304,1917182622,753166145,11468440206,1916657800,375641,11468434273,1917788279,1218071861,11468428110,1911782246,803740,11468422118,1912847579,369731,11468416001,1912986046,8326,11468409380,1911797544,9434714,11468402783,1911537270,105607,11468396331,1911270387,11573,11468391586,1910503007,44907,11468386373,953578932,5045,11468380071,954643360,1294104,11468373743,1432811038,185953,11468367307,1910762166,11070,11468360842,1910284217,4056,11468354292,1908228798,760954461,11468348021,1906804076,1248772046,11468341356,1906684478,2018489186,11468331962,1907463536
12000,2026-03-09 14:41:44.538,743870564,11966290485,1993468413,1667,11966279383,1994669114,1234656234,11966273617,1994715577,1121,11966267952,1994741264,31656,11966262085,2000763802,1363,11966255057,2000596572,754949867,11966248970,1999966244,359109,11966243183,2001653091,1217364676,11966237046,1995533840,756546,11966230985,1996616450,369735,11966226294,1996425966,10388,11966220691,1993875548,6705318,11966215023,1992669951,103071,11966209499,1991396907,10220,11966203357,1990453848,45554,11966196915,995028360,5727,11966190328,996627627,1408299,11966184094,1495710229,161995,11966177652,1994641610,11929,11966171197,1994069097,3773,11966164657,1991632501,762271131,11966158394,1990265975,1215904593,11966151722,1990080645,1973900013,11966142284,1990845967
12500,2026-03-09 14:41:45.038,749522143,12464287527,2076768448,2069,12464276447,2078055015,1234037704,12464270751,2078007463,1187,12464265138,2078180637,32571,12464259265,2084393786,1279,12464252296,2084171984,754340266,12464247683,2083125183,330212,12464243088,2083998608,1182542608,12464238033,2076879326,728785,12464234819,2076958974,341290,12464229037,2076723770,6061,12464222455,2074952126,5993698,12464215871,2074768316,94495,12464209424,2074560012,6255,12464203137,2074137030,43305,12464196747,1037024654,4044,12464190217,1038464615,1298826,12464184044,1558509228,124157,12464177622,2078370588,7180,12464171215,2077702167,2618,12464164858,2075460096,729154254,12464160391,2074011282,1182528439,12464153999,2073912617,1925867396,12464144604,2074371215
13000,2026-03-09 14:41:45.538,720577020,12963278844,2160720798,1696,12963267864,2162016793,1167718002,12963263297,2161379159,1103,12963258994,2160575471,36080,12963253980,2165439443,1072,12963248044,2164170790,679813655,12963242147,2163248551,348545,12963236029,2165080860,1176426849,12963229891,2159266048,831535,12963223761,2160407468,362960,12963217660,2160627235,7673,12963211355,2158865666,6316902,12963204723,2158645887,97863,12963198253,2158328818,5760,12963191887,2157913219,48984,12963185463,1078936075,2963,12963178866,1080406416,1497791,12963172542,1621400868,132937,12963166081,2162263994,9330,12963159665,2161711678,3121,12963153116,2159371335,718831568,12963146835,2157928434,1178560808,12963140132,2157831139,1909886360,12963130676,2158230464
13500,2026-03-09 14:41:46.038,720907049,13462247909,2242095167,1681,13462251132,2242371775,1184942933,13462245806,2241780180,1152,13462240234,2241772966,30942,13462234401,2247555848,1042,13462227457,2247366031,740307358,13462221411,2246900378,362648,13462228382,2248960657,1223734560,13462222444,2243191899,827580,13462216439,2244335291,369528,13462210632,2244539006,7689,13462204005,2242795153,6607033,13462197469,2242604838,109616,13462191029,2242297692,4696,13462184686,2241681557,49538,13462191380,1120705922,5816,13462185086,1122445901,1522499,13462178819,1684412825,130508,13462172418,2246224284,7457,13462165994,2245550123,3630,13462159687,2243169440,751226135,13462153462,2241678334,1204722936,13462147573,2241169930,1930059724,13462139189,2240654695
14000,2026-03-09 14:41:46.538,728611601,13954729835,2323398803,4171,13954718700,2324887854,1179772353,13954712955,2324722712,1314,13954707298,2325407927,25933,13954701572,2331071803,2227,13954694548,2330841416,718178432,13954688457,2330512866,439838,13954682346,2332744473,1199827152,13954676423,2326838751,955888,13954670363,2328834094,433137,13954664251,2329044000,12279,13954657775,2327347013,10609617,13954652303,2326499375,141302,13954647131,2324447463,11710,13954641772,2323691934,43915,13954635846,1161416447,2701,13954629236,1162205720,2116526,13954622929,1744269480,181422,13954616454,2325845526,6895,13954609992,2325276958,2373,13954603468,2322714089,667588465,13954597221,2320832966,1150577653,13954590850,2320912664,1852515581,13954581429,2320467813
14500,2026-03-09 14:41:47.038,710446661,14442206234,2406355306,4136,14442195181,2405799213,1179190749,14442189453,2406918070,2243,14442183791,2407051660,36200,14442178187,2411671204,5480,14442171223,2411411369,677108465,14442165136,2409822926,639400,14442159088,2411751134,1120059411,14442152951,2405800377,1366941,14442146849,2408582442,628450,14442141039,2408729766,6119,14442134427,2407103858,15961513,14442127780,2406829297,223891,14442121325,2405067865,33502,14442115023,2405369497,63117,14442108613,1202871031,2495,14442102059,1203604973,3099055,14442095757,1807401351,309944,14442090629,2409372323,39541,14442085308,2407651004,3507,14442079846,2404351704,731099829,14442074816,2402525972,1175191988,14442068441,2401995858,1917530038,14442059037,2402641072
