elapsed_ms,timestamp,dTLB-loads,dTLB-loads_time_enabled,dTLB-loads_time_running,dTLB-load-misses,dTLB-load-misses_time_enabled,dTLB-load-misses_time_running,dTLB-stores,dTLB-stores_time_enabled,dTLB-stores_time_running,dTLB-store-misses,dTLB-store-misses_time_enabled,dTLB-store-misses_time_running,iTLB-loads,iTLB-loads_time_enabled,iTLB-loads_time_running,iTLB-load-misses,iTLB-load-misses_time_enabled,iTLB-load-misses_time_running,L1-dcache-loads,L1-dcache-loads_time_enabled,L1-dcache-loads_time_running,L1-dcache-load-misses,L1-dcache-load-misses_time_enabled,L1-dcache-load-misses_time_running,L1-dcache-stores,L1-dcache-stores_time_enabled,L1-dcache-stores_time_running,L1-icache-load-misses,L1-icache-load-misses_time_enabled,L1-icache-load-misses_time_running,l1d.replacement,l1d.replacement_time_enabled,l1d.replacement_time_running,l1d_pend_miss.fb_full,l1d_pend_miss.fb_full_time_enabled,l1d_pend_miss.fb_full_time_running,l1d_pend_miss.pending,l1d_pend_miss.pending_time_enabled,l1d_pend_miss.pending_time_running,LLC-loads,LLC-loads_time_enabled,LLC-loads_time_running,LLC-load-misses,LLC-load-misses_time_enabled,LLC-load-misses_time_running,LLC-stores,LLC-stores_time_enabled,LLC-stores_time_running,LLC-store-misses,LLC-store-misses_time_enabled,LLC-store-misses_time_running,cache-references,cache-references_time_enabled,cache-references_time_running,cache-misses,cache-misses_time_enabled,cache-misses_time_running,mem-loads,mem-loads_time_enabled,mem-loads_time_running,mem-stores,mem-stores_time_enabled,mem-stores_time_running,mem_inst_retired.all_loads,mem_inst_retired.all_loads_time_enabled,mem_inst_retired.all_loads_time_running,mem_inst_retired.all_stores,mem_inst_retired.all_stores_time_enabled,mem_inst_retired.all_stores_time_running,mem_inst_retired.any,mem_inst_retired.any_time_enabled,mem_inst_retired.any_time_running
6500,2026-03-09 14:41:56.095,0,139152,139152,0,139152,139152,0,139152,139152,0,139152,139152,0,139152,0,0,139152,0,0,139152,0,0,139152,0,0,139152,0,0,139152,0,0,139152,0,0,139152,0,0,139152,0,0,139152,0,0,139152,0,0,139152,0,0,139152,0,0,139152,0,0,139152,0,0,139152,0,0,139152,0,0,139152,0,0,139152,0,0,139152,0
7000,2026-03-09 14:41:56.595,3219,165573,165573,73,165573,165573,1600,165573,165573,4,165573,165573,0,165573,0,0,165573,0,0,165573,0,0,165573,0,0,165573,0,0,165573,0,0,165573,0,0,165573,0,0,165573,0,0,165573,0,0,165573,0,0,165573,0,0,165573,0,0,165573,0,0,165573,0,0,165573,0,0,165573,0,0,165573,0,0,165573,0,0,165573,0
7500,2026-03-09 14:41:57.095,0,165573,165573,0,165573,165573,0,165573,165573,0,165573,165573,0,165573,0,0,165573,0,0,165573,0,0,165573,0,0,165573,0,0,165573,0,0,165573,0,0,165573,0,0,165573,0,0,165573,0,0,165573,0,0,165573,0,0,165573,0,0,165573,0,0,165573,0,0,165573,0,0,165573,0,0,165573,0,0,165573,0,0,165573,0
8000,2026-03-09 14:41:57.595,1870,183360,183360,42,183360,183360,976,183360,183360,3,183360,183360,0,183360,0,0,183360,0,0,183360,0,0,183360,0,0,183360,0,0,183360,0,0,183360,0,0,183360,0,0,183360,0,0,183360,0,0,183360,0,0,183360,0,0,183360,0,0,183360,0,0,183360,0,0,183360,0,0,183360,0,0,183360,0,0,183360,0,0,183360,0
8500,2026-03-09 14:41:58.095,0,183360,183360,0,183360,183360,0,183360,183360,0,183360,183360,0,183360,0,0,183360,0,0,183360,0,0,183360,0,0,183360,0,0,183360,0,0,183360,0,0,183360,0,0,183360,0,0,183360,0,0,183360,0,0,183360,0,0,183360,0,0,183360,0,0,183360,0,0,183360,0,0,183360,0,0,183360,0,0,183360,0,0,183360,0
9000,2026-03-09 14:41:58.595,1875,202805,202805,43,202805,202805,979,202805,202805,3,202805,202805,0,202805,0,0,202805,0,0,202805,0,0,202805,0,0,202805,0,0,202805,0,0,202805,0,0,202805,0,0,202805,0,0,202805,0,0,202805,0,0,202805,0,0,202805,0,0,202805,0,0,202805,0,0,202805,0,0,202805,0,0,202805,0,0,202805,0,0,202805,0
9500,2026-03-09 14:41:59.095,0,202805,202805,0,202805,202805,0,202805,202805,0,202805,202805,0,202805,0,0,202805,0,0,202805,0,0,202805,0,0,202805,0,0,202805,0,0,202805,0,0,202805,0,0,202805,0,0,202805,0,0,202805,0,0,202805,0,0,202805,0,0,202805,0,0,202805,0,0,202805,0,0,202805,0,0,202805,0,0,202805,0,0,202805,0
10000,2026-03-09 14:41:59.595,3291,233657,233657,79,233657,233657,1631,233657,233657,3,233657,233657,0,233657,0,0,233657,0,0,233657,0,0,233657,0,0,233657,0,0,233657,0,0,233657,0,0,233657,0,0,233657,0,0,233657,0,0,233657,0,0,233657,0,0,233657,0,0,233657,0,0,233657,0,0,233657,0,0,233657,0,0,233657,0,0,233657,0,0,233657,0
10500,2026-03-09 14:42:00.095,0,233657,233657,0,233657,233657,0,233657,233657,0,233657,233657,0,233657,0,0,233657,0,0,233657,0,0,233657,0,0,233657,0,0,233657,0,0,233657,0,0,233657,0,0,233657,0,0,233657,0,0,233657,0,0,233657,0,0,233657,0,0,233657,0,0,233657,0,0,233657,0,0,233657,0,0,233657,0,0,233657,0,0,233657,0
11000,2026-03-09 14:42:00.595,1867,286580,286580,41,286580,286580,976,286580,286580,3,286580,286580,0,286580,0,0,286580,0,0,286580,0,0,286580,0,0,286580,0,0,286580,0,0,286580,0,0,286580,0,0,286580,0,0,286580,0,0,286580,0,0,286580,0,0,286580,0,0,286580,0,0,286580,0,0,286580,0,0,286580,0,0,286580,0,0,286580,0,0,286580,0
11500,2026-03-09 14:42:01.095,0,286580,286580,0,286580,286580,0,286580,286580,0,286580,286580,0,286580,0,0,286580,0,0,286580,0,0,286580,0,0,286580,0,0,286580,0,0,286580,0,0,286580,0,0,286580,0,0,286580,0,0,286580,0,0,286580,0,0,286580,0,0,286580,0,0,286580,0,0,286580,0,0,286580,0,0,286580,0,0,286580,0,0,286580,0
12000,2026-03-09 14:42:01.595,3121,310640,310640,76,310640,310640,1556,310640,310640,4,310640,310640,0,310640,0,0,310640,0,0,310640,0,0,310640,0,0,310640,0,0,310640,0,0,310640,0,0,310640,0,0,310640,0,0,310640,0,0,310640,0,0,310640,0,0,310640,0,0,310640,0,0,310640,0,0,310640,0,0,310640,0,0,310640,0,0,310640,0,0,310640,0
12500,2026-03-09 14:42:02.095,0,310640,310640,0,310640,310640,0,310640,310640,0,310640,310640,0,310640,0,0,310640,0,0,310640,0,0,310640,0,0,310640,0,0,310640,0,0,310640,0,0,310640,0,0,310640,0,0,310640,0,0,310640,0,0,310640,0,0,310640,0,0,310640,0,0,310640,0,0,310640,0,0,310640,0,0,310640,0,0,310640,0,0,310640,0
13000,2026-03-09 14:42:02.595,78394,12224777,881524,739,12289703,1878943,25359,12315868,2868793,47,12337338,3870748,89,12359228,3987126,21,12380820,3992301,27637,12400846,4000193,3572,12423462,3998820,15323,12469963,3998077,5329,12493973,3996937,3379,12513927,3998533,50,12539523,4011317,61376,12570819,3704092,1503,12600260,2732079,121,12631027,1763508,0,12662951,0,0,12686189,0,0,12709071,0,0,12734892,0,0,12755552,0,0,12780978,0,0,12802964,0,0,12827569,0,0,12847001,0
13500,2026-03-09 14:42:03.095,1266650,511838087,84862120,1168,511839447,85875605,689398,511840478,86873462,1066,511841455,87834519,8780,511842585,87962638,971,511843636,87971759,1248782,511844675,87950538,140469,511845781,87936219,703537,511847907,87267083,274931,511850126,86244829,146874,511852218,85249436,3382,511854149,84281936,3211422,511855416,83921605,36933,511856706,83928799,5518,511857736,83948316,21100,511858751,41990421,1463,511878519,41984897,347244,511884283,62982216,63981,511885577,83853276,4712,511887210,83852480,1928,511888429,83874844,1321502,511904572,83851105,718466,511906386,83977190,1897702,511907795,84005676
14000,2026-03-09 14:42:03.595,1774465,1011598446,168770051,6357,1011599934,169784723,985278,1011601120,170788072,7879,1011602285,171778486,41573,1011604625,171279142,13099,1011607004,170278511,1697902,1011622081,169271104,157509,1011624283,168278689,987017,1011625682,167913581,225533,1011626852,167895911,167119,1011628069,167906558,15593,1011629183,167900703,3371762,1011630351,167887566,43514,1011631843,167898751,3349,1011633046,167902519,38400,1011634273,83985008,5684,1011635952,83992406,355774,1011637170,125991865,61468,1011638369,167837801,5558,1011639627,167796195,5395,1011640736,167804339,1791156,1011641885,167772727,994731,1011643098,167916027,2570476,1011644273,167948681
14500,2026-03-09 14:42:04.095,1173267,1511255134,252113329,779,1511257524,252122896,653917,1511259590,252061015,1043,1511261569,252063879,9580,1511262891,251917705,899,1511263978,251889016,1192267,1511265011,251918996,140949,1511266043,251924988,675244,1511267067,251867244,248341,1511268079,251900476,132817,1511269198,251898977,1607,1511270242,251893615,2088634,1511271280,251637727,28079,1511272312,251611519,2528,1511273346,251617184,17669,1511274680,125983237,1175,1511275668,125986724,278620,1511276637,188987713,48546,1511292294,251817519,4820,1511293547,251773918,1794,1511294529,251809904,1217275,1511295560,251764405,663505,1511296593,251945899,1755293,1511297620,251967351
