elapsed_ms,timestamp,dTLB-loads,dTLB-loads_time_enabled,dTLB-loads_time_running,dTLB-load-misses,dTLB-load-misses_time_enabled,dTLB-load-misses_time_running,dTLB-stores,dTLB-stores_time_enabled,dTLB-stores_time_running,dTLB-store-misses,dTLB-store-misses_time_enabled,dTLB-store-misses_time_running,iTLB-loads,iTLB-loads_time_enabled,iTLB-loads_time_running,iTLB-load-misses,iTLB-load-misses_time_enabled,iTLB-load-misses_time_running,L1-dcache-loads,L1-dcache-loads_time_enabled,L1-dcache-loads_time_running,L1-dcache-load-misses,L1-dcache-load-misses_time_enabled,L1-dcache-load-misses_time_running,L1-dcache-stores,L1-dcache-stores_time_enabled,L1-dcache-stores_time_running,L1-icache-load-misses,L1-icache-load-misses_time_enabled,L1-icache-load-misses_time_running,l1d.replacement,l1d.replacement_time_enabled,l1d.replacement_time_running,l1d_pend_miss.fb_full,l1d_pend_miss.fb_full_time_enabled,l1d_pend_miss.fb_full_time_running,l1d_pend_miss.pending,l1d_pend_miss.pending_time_enabled,l1d_pend_miss.pending_time_running,LLC-loads,LLC-loads_time_enabled,LLC-loads_time_running,LLC-load-misses,LLC-load-misses_time_enabled,LLC-load-misses_time_running,LLC-stores,LLC-stores_time_enabled,LLC-stores_time_running,LLC-store-misses,LLC-store-misses_time_enabled,LLC-store-misses_time_running,cache-references,cache-references_time_enabled,cache-references_time_running,cache-misses,cache-misses_time_enabled,cache-misses_time_running,mem-loads,mem-loads_time_enabled,mem-loads_time_running,mem-stores,mem-stores_time_enabled,mem-stores_time_running,mem_inst_retired.all_loads,mem_inst_retired.all_loads_time_enabled,mem_inst_retired.all_loads_time_running,mem_inst_retired.all_stores,mem_inst_retired.all_stores_time_enabled,mem_inst_retired.all_stores_time_running,mem_inst_retired.any,mem_inst_retired.any_time_enabled,mem_inst_retired.any_time_running
5500,2026-03-08 22:22:51.396,98254677,5392382027,899428622,4748189,5392366688,900864014,92891585,5392359701,901883384,4007,5392374924,898803473,5659,5392369084,899521084,4385,5392361971,897553999,19596613,5392355640,895070837,11078639,5392348471,897573638,826736,5392330359,900199444,451783,5392317213,901700840,13553818,5392309619,902988861,4477696,5392301608,900766923,2817479361,5392292893,898458542,12099565,5392285305,898023332,8656231,5392277440,896817731,45590,5392269120,447907019,25663,5392262155,448376923,27371671,5392253564,673917644,19650685,5392245208,900238652,8007933,5392236754,899554815,116352,5392229075,898145605,69526215,5392221723,896744723,74168578,5392214082,895390781,172845966,5392206675,897963746
6000,2026-03-08 22:22:51.896,96173059,5885304097,980536539,5654432,5885289536,980952949,94764710,5885282439,980798337,3699,5885289612,978306509,9729,5885281831,979903784,5302,5885273424,978946574,63047310,5885265447,977212299,13114955,5885257678,979995462,2216871,5885239099,982783020,674438,5885225439,984392699,14222300,5885217446,985945478,9276425,5885209251,983836738,2904904788,5885200029,981544857,12589869,5885192071,981007192,8480764,5885183507,979579574,52268,5885174537,489115363,6788,5885167495,489809309,25623428,5885158982,736084358,18734008,5885150308,983215477,8467692,5885142234,982640340,24177,5885134119,981198636,50386671,5885126214,979734320,55251665,5885118460,978569508,164674096,5885111812,980128572
6500,2026-03-08 22:22:52.396,38020429,6384862764,1062963514,4771389,6384860764,1064445042,55089321,6384853468,1064691071,3029,6384847382,1062195670,6218,6384839533,1063788925,4271,6384831533,1062677697,58805838,6384823617,1061073058,15926243,6384815901,1063883050,18986329,6384797567,1066659359,368883,6384783996,1068342786,17210646,6384776047,1069840519,9305521,6384767790,1067600936,3012190258,6384758644,1065293002,11881950,6384750675,1064781162,8587868,6384742099,1063409687,187244,6384733073,531114959,83631,6384725695,531732202,26070177,6384716648,798908984,20144038,6384709785,1066968097,8537134,6384702202,1065372859,4162,6384694521,1062945423,10859923,6384687525,1060579311,723689,6384679225,1058891281,36322855,6384671314,1061418610
7000,2026-03-08 22:22:52.896,65407283,6883922321,1146946986,5161496,6883906603,1148389465,47141897,6883899261,1148703058,3897,6883893571,1146183875,8301,6883885822,1147696044,5583,6883877413,1146531192,51005181,6883870670,1144926338,13486462,6883868801,1147803620,15893388,6883853261,1150661685,445050,6883840077,1152363781,12759091,6883832144,1153849063,5323227,6883824290,1151565613,2750467674,6883815132,1149261953,11402595,6883809792,1148093977,7958217,6883802996,1145666856,140710,6883794481,571061672,138871,6883787449,571684828,24461741,6883778818,858899623,18193542,6883769917,1146961621,8063989,6883761055,1146311590,86859,6883752431,1145893614,62189875,6883744576,1144563582,59650746,6883736185,1143821338,128079501,6883728350,1146373814
7500,2026-03-08 22:22:53.396,65529481,7379395224,1231963916,6367534,7379379682,1233400265,25626498,7379372385,1234009446,3360,7379366344,1229758011,6544,7379358824,1231313431,4721,7379350409,1230070183,20987882,7379342510,1228582294,16031458,7379337365,1230477021,24959110,7379320588,1232101007,607525,7379308636,1232698844,12948379,7379302101,1233025992,5850928,7379294322,1230437650,2466345953,7379285133,1228418975,9822828,7379277184,1227883430,7748748,7379268798,1226540150,294012,7379259731,612577522,59036,7379252597,613347018,25972809,7379243741,921478907,19107626,7379234830,1230609582,7286168,7379226019,1229848381,185097,7379217349,1229289912,60437141,7379209479,1228033263,54572691,7379201223,1226621557,122475848,7379193496,1231213713
8000,2026-03-08 22:22:53.896,36990779,7875322686,1315236547,8119811,7875307146,1316544338,49344130,7875299955,1317351266,4044,7875295699,1312535974,9919,7875289856,1313197031,6182,7875283861,1310846943,67450005,7875278112,1308455452,18422095,7875271176,1310393942,68185953,7875253324,1312885638,512688,7875240918,1314642517,18156194,7875233349,1315892002,9108513,7875225665,1313527988,2932210126,7875216964,1311601159,13644636,7875209674,1311138161,9611163,7875202222,1309871072,164178,7875193801,654368938,19316,7875187055,655162701,34678021,7875178523,984112602,23750385,7875170167,1314121430,10663028,7875161944,1313112351,3432,7875153698,1312467853,12855999,7875146267,1311306290,865457,7875138219,1309621496,29592865,7875131059,1314492119
8500,2026-03-08 22:22:54.396,34622138,8372872979,1395963624,6893450,8372858307,1396205863,1084903,8372851175,1396530056,9986,8372845102,1392563017,22595,8372837243,1394405450,13853,8372828843,1393143706,44821098,8372820929,1391777917,20309762,8372813137,1394135038,54193689,8372794571,1396326845,428919,8372780984,1398147110,17532942,8372772992,1400480679,9413249,8372764683,1398228894,2830043555,8372755462,1396356979,14164696,8372747492,1395796728,10495389,8372738929,1393472791,201036,8372729834,696226208,82202,8372722760,696893085,32179224,8372713701,1046842628,22047122,8372704767,1397781604,10401092,8372695856,1396783666,31007,8372687144,1396290688,44168021,8372679150,1395061731,39293963,8372671407,1392830573,88068497,8372664760,1396374584
9000,2026-03-08 22:22:54.896,86086640,8872066246,1478579553,5940669,8872050827,1479513582,64757703,8872043651,1480284071,3088,8872037690,1476349026,4921,8872030342,1478122676,4708,8872026736,1477157951,16180868,8872019286,1475753264,14880255,8872011760,1478066637,754198,8871993387,1480033937,314179,8871979932,1481873884,14416785,8871972111,1484234670,6009988,8871977231,1481955299,2806722787,8871968175,1480123633,13814703,8871960303,1479527968,9814949,8871952095,1477193531,160286,8871943723,738212170,141987,8871936936,738873012,29105869,8871928084,1109827524,20786729,8871921152,1481240042,7574914,8871913844,1479273442,216547,8871912933,1477782486,105171147,8871906194,1475555511,86729863,8871898098,1473379502,180383175,8871890380,1477899795
9500,2026-03-08 22:22:55.396,62081946,9371914351,1562586529,6664462,9371898583,1563434630,43450594,9371891160,1564192330,2937,9371884992,1560299068,6581,9371877088,1562032248,5247,9371868625,1561048883,18141407,9371860638,1559652626,20960770,9371852786,1561989441,36603877,9371834177,1564009557,410709,9371820497,1565858698,18081523,9371812482,1568261908,9635632,9371804138,1565961239,3293767992,9371794868,1564070923,15704356,9371786804,1563543073,11078123,9371779762,1560642742,232419,9371772131,778631031,48238,9371765028,778865239,28965105,9371755951,1169804124,20476600,9371746981,1561743744,9288922,9371738048,1560810456,57655,9371736255,1560278006,56960131,9371728256,1559129165,54810256,9371720071,1557411690,117645193,9371712178,1561880392
10000,2026-03-08 22:22:55.896,57881568,9871129261,1646332857,6247046,9871114337,1647258066,31234070,9871107185,1648224986,2929,9871101747,1644337974,5181,9871094156,1646060521,4302,9871086023,1645064068,11320093,9871078184,1643625644,15407313,9871070656,1645953902,18975794,9871052253,1647993540,363684,9871040700,1649267375,13155848,9871034316,1650720619,5071722,9871027273,1648314291,2535648694,9871019554,1645405264,12486784,9871011991,1644427374,9288592,9871004041,1642044301,70455,9870995211,820159975,3211,9870988100,820679569,29622081,9870979639,1232613116,21331242,9870970849,1645545373,8674629,9870962262,1644595402,68979,9870954313,1644064063,61952880,9870946494,1642866882,50831592,9870938221,1640960313,112089529,9870930751,1645434354
10500,2026-03-08 22:22:56.396,30283294,10371141920,1730321708,7193225,10371126644,1731247635,639316,10371119783,1732207770,2814,10371113824,1728299831,7175,10371106118,1730096454,4541,10371099395,1728536563,32273794,10371093214,1726117729,15872121,10371086564,1727420240,51175015,10371069551,1728431900,423756,10371056377,1729827900,18174315,10371048525,1732313391,10749289,10371040291,1730855842,3748850010,10371031193,1728940296,17362130,10371023748,1728395598,11323126,10371015299,1725983138,209624,10371006473,862186302,168328,10370999316,862685631,31996858,10370990417,1295607145,22890328,10370981687,1729572629,10022689,10370973183,1728625736,105176,10370964703,1728064520,86505081,10370956972,1726856880,57059690,10370948933,1724933163,84298880,10370941237,1729438070
11000,2026-03-08 22:22:56.896,13836802,10870623608,1814343755,6934215,10870609896,1814735109,25440266,10870603679,1814675719,3586,10870598554,1809536128,7878,10870591744,1810270371,4801,10870583563,1808801981,73032152,10870575571,1807427093,13885915,10870567775,1809997306,88395872,10870549273,1811956764,472472,10870535578,1813816458,14381829,10870527571,1816298346,6234822,10870519260,1814778127,2872056429,10870510002,1812939309,13725472,10870501948,1812252669,9407573,10870493369,1809795087,25873,10870484276,904135452,2992,10870476899,904611672,29312704,10870467802,1358567760,20692268,10870458865,1813514884,9138864,10870449946,1812594490,3041,10870441328,1812066721,11518525,10870433355,1810783640,732676,10870424841,1808892550,14167759,10870416896,1813400094
11500,2026-03-08 22:22:57.396,38171118,11368693069,1894128131,7344356,11368677361,1895015811,75235644,11368669925,1895974315,4248,11368663769,1892007829,7685,11368655886,1893471415,4619,11368647432,1892482110,117768030,11368639448,1891053675,20202848,11368631626,1894014871,77621397,11368613039,1896246560,360023,11368599650,1898116239,20310238,11368591678,1900661206,12717150,11368583354,1898513932,3383370488,11368574098,1896560668,15843329,11368566227,1895858957,10270945,11368557624,1893408954,190422,11368548510,946152156,109428,11368541103,946650356,37125146,11368532011,1421304628,24663175,11368522962,1897274637,10726464,11368514058,1896345306,23244,11368507435,1895229107,15902609,11368500562,1893265289,714192,11368492995,1890322421,17460008,11368486352,1893633415
12000,2026-03-08 22:22:57.896,50234527,11868422478,1978157771,6781113,11868407202,1979038352,57333330,11868399824,1979972548,2768,11868393664,1976032737,9374,11868385795,1977436199,4941,11868377699,1976500717,53439966,11868369718,1974808670,21312443,11868361928,1977745722,34481514,11868343508,1979970276,449946,11868329877,1981822962,18423796,11868321850,1984632805,9533590,11868313508,1982489274,3046685318,11868304574,1980589021,15329591,11868296525,1979898354,10270495,11868287916,1977453726,138195,11868278800,988137611,61603,11868272921,988135170,34907969,11868264909,1482757188,22777764,11868256851,1978746739,10149551,11868248832,1976799776,29404,11868240328,1975706462,21046700,11868232326,1974748114,6021468,11868223785,1972806291,53943606,11868215839,1977153061
12500,2026-03-08 22:22:58.396,102322224,12367567601,2061880943,8273105,12367552152,2062755111,47733065,12367544739,2063664749,2840,12367538580,2059769519,8345,12367530653,2061414979,5089,12367522216,2060496160,27495410,12367514492,2058833198,20270818,12367506669,2061753354,40069583,12367488454,2063683637,464757,12367474829,2065539577,20024059,12367466809,2068347646,10992483,12367458481,2066174818,3346573810,12367450833,2064098508,15129552,12367444067,2062389148,9487411,12367436399,2058936972,38697,12367427864,1028132210,47599,12367420475,1028643861,32489081,12367411361,1543990696,22515209,12367402386,2061010246,9529246,12367393475,2060068509,121521,12367384781,2059433185,114144135,12367376761,2058731316,108968000,12367368222,2056768866,220234150,12367360586,2061106774
13000,2026-03-08 22:22:58.896,57485929,12866834045,2145661682,8132047,12866818395,2146538868,53036120,12866811013,2147681235,2754,12866804900,2143762306,7467,12866797070,2145199748,4848,12866788773,2144301459,53561428,12866780806,2142612828,21567766,12866773050,2145528958,72112492,12866756055,2147145407,428210,12866743583,2148022687,16357335,12866736614,2149790436,6205846,12866729576,2146657486,2663464227,12866720565,2144601393,15327500,12866712510,2143846453,11046169,12866703920,2141460251,47275,12866694812,1069887848,1658,12866687450,1070403097,35669982,12866678387,1606731502,23695357,12866669344,2144756990,10589167,12866660399,2144090807,26334,12866651662,2143395294,39443203,12866643695,2142699246,34556424,12866635164,2140521794,98579936,12866627222,2144861483
13500,2026-03-08 22:22:59.396,65815325,13366429967,2229658368,7550012,13366414665,2230514515,53811612,13366407351,2231617414,2802,13366401308,2227597265,7689,13366395886,2228574491,4724,13366389282,2226660714,58389211,13366382896,2224019202,15936063,13366377627,2225997876,55634958,13366360174,2227685841,438678,13366347237,2229582713,15115526,13366339330,2232342398,7114052,13366331311,2229921128,2742041408,13366322127,2228299166,13690142,13366314150,2227556469,9050515,13366305617,2225150415,25376,13366296671,1111886106,2318,13366289291,1112426573,30700086,13366280353,1669718851,22348436,13366271361,2228769648,11145476,13366262633,2228052897,19305,13366253967,2227357176,43479060,13366245988,2226712830,42854518,13366237474,2224518425,126146310,13366229643,2228922292
14000,2026-03-08 22:22:59.896,79505077,13865443102,2313113433,6015441,13865428511,2313014648,64787763,13865422106,2312862833,2811,13865416924,2307848429,8359,13865409271,2308904548,4944,13865400886,2308001685,57015042,13865392932,2306620618,17037139,13865385225,2309540664,16784765,13865366710,2311698242,490553,13865353027,2313551304,17107211,13865345058,2315967054,9497600,13865336727,2313610027,3252797352,13865327589,2311973245,15601236,13865319574,2310954035,11055963,13865311068,2308846462,95722,13865301943,1153869443,96647,13865294573,1154440754,30963138,13865285577,1732740092,21623136,13865276550,2312604943,8509236,13865267626,2311893027,81895,13865259019,2311174372,68408245,13865250998,2310501965,59111867,13865242478,2308520196,152102091,13865234583,2312900268
14500,2026-03-08 22:23:00.396,14541568,14365368549,2393595164,7685475,14365353016,2394566325,687901,14365345978,2395410311,3658,14365340166,2391307868,13765,14365332344,2392863973,4978,14365323969,2391920999,54711347,14365316028,2390613299,17866563,14365308342,2393501175,40268381,14365289810,2395717928,451447,14365276564,2397546866,17813524,14365268654,2399942962,9648217,14365260420,2397613242,3041160974,14365251254,2395973521,13553926,14365243280,2394968435,8609243,14365234741,2392812590,340206,14365225752,1195855750,243223,14365218413,1196416186,33226295,14365209817,1795736432,24057760,14365200872,2396588790,10644871,14365192007,2395904069,132601,14365185371,2394713738,74346443,14365178800,2392976316,34825318,14365171401,2390005662,34893186,14365164794,2393410649
15000,2026-03-08 22:23:00.896,65164027,14864998963,2477606531,6631530,14864983626,2478555210,52100081,14864976356,2479406282,2822,14864970302,2475173133,8469,14864962514,2476599249,4977,14864954466,2475691559,12192274,14864946582,2474344720,17355047,14864938868,2477377705,702921,14864920387,2479694467,417323,14864907137,2481548747,16144871,14864899312,2483961470,6717037,14864891230,2481694945,2426636229,14864882098,2479846330,11149080,14864874151,2478850906,8018350,14864865656,2476694040,195701,14864856624,1237867776,115904,14864851105,1237880808,31288264,14864843466,1857195131,21561484,14864835563,2478060173,8602978,14864827691,2476379772,68689,14864819303,2475246015,57574225,14864811362,2474502452,57676215,14864802879,2472532806,133747600,14864795006,2476898157
15500,2026-03-08 22:23:01.396,62944276,15361633064,2561859555,6723250,15361617619,2562950331,38464076,15361610597,2564073524,3690,15361604550,2559662681,8320,15361598395,2560707367,5769,15361591319,2558577858,23222898,15361584493,2555277778,18130033,15361578048,2557462418,32075757,15361559971,2559031288,492551,15361546476,2561165659,19119374,15361538796,2563361546,8023214,15361530614,2564883982,3172854532,15361521629,2563319980,14587180,15361514175,2563293996,9893532,15361505741,2560985193,168381,15361496817,1277408060,61421,15361489998,1278007626,34300195,15361481106,1918264116,23757223,15361472520,2560032516,10649127,15361463806,2559410825,111861,15361455344,2560034486,83972459,15361447505,2559120597,61230067,15361439257,2557888542,115867711,15361431482,2562252530
16000,2026-03-08 22:23:01.896,77436609,15859814187,2645283779,6552314,15859800118,2645361123,30207100,15859794366,2645470740,3694,15859789734,2639858169,8930,15859782232,2640928003,6104,15859774154,2639807972,13879513,15859779417,2637458298,20248467,15859771964,2640662290,834135,15859753451,2642444457,516682,15859739817,2644249719,20430896,15859732229,2646504494,12718160,15859723964,2648271216,3410994305,15859714813,2646566807,15752969,15859706986,2646871802,10390449,15859698489,2644547647,160760,15859689453,1319400677,121868,15859682266,1319988150,35752672,15859673233,1981162918,24568133,15859664254,2643937216,10535825,15859655387,2643312088,138451,15859646672,2643940207,97063966,15859638711,2643105020,78555860,15859630231,2641875971,161063176,15859622331,2646153864
16500,2026-03-08 22:23:02.396,20264010,16359432792,2725541081,8669172,16359417792,2726539159,35860034,16359410742,2727650360,6884,16359405019,2723288612,9210,16359397362,2724581327,8409,16359389123,2723517418,114635078,16359381343,2721158843,19566897,16359373719,2724363772,106486729,16359355282,2726439959,342724,16359341728,2728241416,19738378,16359333854,2730507653,10549994,16359325672,2732261473,2863378698,16359316606,2730565000,14073495,16359308766,2730870269,9150287,16359300329,2728543698,150881,16359291869,1361377750,71949,16359284765,1361960627,38414594,16359275941,2043899193,24912907,16359267694,2727635779,11534010,16359259021,2727040914,11737,16359250470,2727670359,14406834,16359243455,2726122676,739064,16359236269,2723942149,14891265,16359229619,2726980325
17000,2026-03-08 22:23:02.896,25438039,16858263956,2809488504,8385311,16858248291,2810446137,38294222,16858240885,2811564849,7146,16858234763,2807179287,18639,16858227146,2808320151,9139,16858218689,2807332551,74742171,16858210690,2804935294,20536442,16858203069,2808188913,65981737,16858184463,2810457709,305838,16858170772,2812226126,18305811,16858162751,2814504126,10438369,16858154471,2816248979,3191084011,16858145239,2814540190,17311510,16858137186,2814867606,11356326,16858128924,2812551678,155691,16858119886,1403401578,76351,16858114449,1403165644,33440178,16858106482,2105092377,22732297,16858098654,2808849393,10452155,16858090695,2807201325,76477,16858082202,2807636880,58352600,16858074206,2807040969,29811719,16858065685,2805857242,45714706,16858057757,2809923835
17500,2026-03-08 22:23:03.396,56575902,17356754469,2893383552,8946234,17356739095,2894384547,36714211,17356731736,2895550325,3794,17356725621,2891186936,7885,17356717801,2892262453,5372,17356709407,2891199847,70756595,17356701447,2888794272,20907561,17356693621,2892058730,48748603,17356675035,2894337163,384987,17356661375,2896085206,22517567,17356653387,2898370161,14308958,17356645073,2900000738,3676966247,17356637740,2897800934,18086865,17356631078,2897164386,11181574,17356623557,2893562597,145544,17356614719,1443081749,82189,17356607374,1443402557,32478838,17356598293,2166079919,21542468,17356589290,2890776061,8392620,17356580386,2890136899,136542,17356571649,2891230269,107621309,17356563682,2890872422,78318701,17356555235,2889695419,139711700,17356547331,2893725463
