elapsed_ms,timestamp,dTLB-loads,dTLB-loads_time_enabled,dTLB-loads_time_running,dTLB-load-misses,dTLB-load-misses_time_enabled,dTLB-load-misses_time_running,dTLB-stores,dTLB-stores_time_enabled,dTLB-stores_time_running,dTLB-store-misses,dTLB-store-misses_time_enabled,dTLB-store-misses_time_running,iTLB-loads,iTLB-loads_time_enabled,iTLB-loads_time_running,iTLB-load-misses,iTLB-load-misses_time_enabled,iTLB-load-misses_time_running,L1-dcache-loads,L1-dcache-loads_time_enabled,L1-dcache-loads_time_running,L1-dcache-load-misses,L1-dcache-load-misses_time_enabled,L1-dcache-load-misses_time_running,L1-dcache-stores,L1-dcache-stores_time_enabled,L1-dcache-stores_time_running,L1-icache-load-misses,L1-icache-load-misses_time_enabled,L1-icache-load-misses_time_running,l1d.replacement,l1d.replacement_time_enabled,l1d.replacement_time_running,l1d_pend_miss.fb_full,l1d_pend_miss.fb_full_time_enabled,l1d_pend_miss.fb_full_time_running,l1d_pend_miss.pending,l1d_pend_miss.pending_time_enabled,l1d_pend_miss.pending_time_running,LLC-loads,LLC-loads_time_enabled,LLC-loads_time_running,LLC-load-misses,LLC-load-misses_time_enabled,LLC-load-misses_time_running,LLC-stores,LLC-stores_time_enabled,LLC-stores_time_running,LLC-store-misses,LLC-store-misses_time_enabled,LLC-store-misses_time_running,cache-references,cache-references_time_enabled,cache-references_time_running,cache-misses,cache-misses_time_enabled,cache-misses_time_running,mem-loads,mem-loads_time_enabled,mem-loads_time_running,mem-stores,mem-stores_time_enabled,mem-stores_time_running,mem_inst_retired.all_loads,mem_inst_retired.all_loads_time_enabled,mem_inst_retired.all_loads_time_running,mem_inst_retired.all_stores,mem_inst_retired.all_stores_time_enabled,mem_inst_retired.all_stores_time_running,mem_inst_retired.any,mem_inst_retired.any_time_enabled,mem_inst_retired.any_time_running
5500,2026-03-09 14:42:46.318,3550054,441152138,79878011,12713,441152138,87133184,3267211,441152138,86921865,3486,441152138,90848749,1439,441152138,78122144,3202,441152138,72326319,8960417,441152138,71224830,6464875,441152138,68735353,7115473,441152138,73466193,435255,441152138,74532228,5290109,441152138,75986844,2744,441152138,74591383,69205048,441152138,77181611,1360852,441152138,71874417,6,441152138,70776267,22908,441152138,33603721,120,441152138,33024196,5471537,441152138,51274084,11037,441152138,70104150,260,441152138,71091854,58,441152138,67679279,6449190,441152138,65909015,5045321,441152138,66138182,8108541,441152138,67124914
6000,2026-03-09 14:42:46.818,5773026,497464350,90110780,18972,497464350,97489543,4328950,497464350,96011598,3126,497464350,100078461,665,497464350,85243341,1743,497464350,79609412,5473910,497464350,80491027,7310935,497464350,81060463,8139802,497464350,85709747,475774,497464350,86486912,6469413,497464350,87230172,1708,497464350,82687417,65580412,497464350,85967079,1292504,497464350,80677863,699,497464350,79662635,9755,497464350,39571602,53,497464350,37477209,6474860,497464350,59484185,6156,497464350,79756506,236,497464350,80019776,77,497464350,76664968,4499492,497464350,72592651,5238977,497464350,74312412,9604857,497464350,74514638
6500,2026-03-09 14:42:47.318,4996208,547568168,98949529,16176,547568168,106253757,4855167,547568168,105520925,2921,547568168,107401919,842,547568168,92897816,1626,547568168,85846847,3481422,547568168,86013773,3098436,547568168,87120338,3345557,547568168,91456810,387422,547568168,96461998,6210268,547568168,97960214,2629,547568168,92870955,95743729,547568168,96822197,1179203,547568168,88706055,6,547568168,87739080,20868,547568168,44081308,104,547568168,41929815,4748598,547568168,65439987,95754,547568168,88933677,17071,547568168,88237025,148,547568168,84783978,9659753,547568168,81461689,5328330,547568168,81400499,12946535,547568168,83998627
7000,2026-03-09 14:42:47.818,5618034,598095032,109339038,15823,598095032,115206133,3983349,598095032,113715775,3402,598095032,115480823,746,598095032,100123743,2150,598095032,93191462,6583375,598095032,93516363,5392307,598095032,93788645,9738070,598095032,99578351,500848,598095032,105062526,6674653,598095032,105773776,133299,598095032,101757639,57761939,598095032,104463803,1078737,598095032,95878741,6478,598095032,94813931,6906,598095032,48583876,38,598095032,46420638,6112753,598095032,73596539,10933,598095032,99287435,1179,598095032,97831371,126,598095032,94400836,5961088,598095032,90303082,6180132,598095032,90987752,11752814,598095032,93622815
7500,2026-03-09 14:42:48.318,4142932,655766230,116810430,15944,655766230,124202998,4115246,655766230,121928727,2762,655766230,122942054,1082,655766230,109624463,2491,655766230,102660152,6697548,655766230,104524606,5783585,655766230,105587185,7029391,655766230,112305077,379775,655766230,116968198,5442002,655766230,117986531,5321,655766230,114730788,76527280,655766230,115088193,1546113,655766230,106443947,25,655766230,103510429,6826,655766230,52063597,26,655766230,50435702,6001458,655766230,80666416,6208,655766230,108581937,307,655766230,106589259,50,655766230,104168887,5510385,655766230,98545957,5206328,655766230,99234000,11128101,655766230,102539029
8000,2026-03-09 14:42:48.818,5487100,701001692,123595560,22394,701001692,131314681,6220545,701001692,128800347,5359,701001692,129877677,2161,701001692,116108415,3011,701001692,109411068,6286570,701001692,110778873,2699764,701001692,110656540,2983949,701001692,117388988,127559,701001692,120719576,2757011,701001692,123751577,593,701001692,120452786,47966236,701001692,121584685,1137761,701001692,114304516,4948,701001692,110928343,12408,701001692,56551144,294,701001692,57043019,10290827,701001692,89577950,65067,701001692,119919970,10204,701001692,118013648,92,701001692,113488038,5541031,701001692,107111721,4669771,701001692,106822582,11609434,701001692,110460361
8500,2026-03-09 14:42:49.318,953147,744902054,126504386,32361,744902054,134265725,997874,744902054,132412107,8844,744902054,133821993,1154,744902054,121918324,3100,744902054,116529078,5106410,744902054,118765426,3939358,744902054,119001029,3380444,744902054,125832900,330435,744902054,128637522,2382771,744902054,132354888,310159,744902054,129707100,177122555,744902054,130890705,2592875,744902054,123512296,1476928,744902054,119271783,12841,744902054,61953072,614,744902054,61821581,6456681,744902054,97811375,3134733,744902054,130941150,1516176,744902054,126169534,176,744902054,122667685,3571539,744902054,113532135,2362654,744902054,111156700,4538745,744902054,115054345
9000,2026-03-09 14:42:49.818,3519986,789448249,135666069,118759,789448249,144130556,3308276,789448249,143635363,28425,789448249,145750290,2453,789448249,134477439,5024,789448249,129629509,4096894,789448249,129304996,3239573,789448249,128728212,2547290,789448249,133607306,188618,789448249,133904260,1062497,789448249,136848624,5325,789448249,133715400,39764379,789448249,134272283,573515,789448249,126846622,387854,789448249,122565232,3290,789448249,63587095,24,789448249,63410382,2580427,789448249,100178144,1635878,789448249,134385065,1223078,789448249,130831511,222,789448249,131127925,5126800,789448249,123334724,5102312,789448249,122708969,9106171,789448249,125994994
9500,2026-03-09 14:42:50.318,1465050,831890278,139853867,42848,831890278,147724805,1220860,831890278,147954376,11627,831890278,150671763,1513,831890278,140682834,2742,831890278,136477513,2484008,831890278,135799936,3301835,831890278,138481611,4060314,831890278,144455367,545053,831890278,145320845,4154891,831890278,148506200,59923,831890278,143461109,182031511,831890278,142964072,2898568,831890278,135713856,1117548,831890278,130974471,14531,831890278,66520766,37,831890278,66274440,3305782,831890278,104446602,1476013,831890278,140622007,864358,831890278,137582310,42,831890278,137148507,2371265,831890278,129279363,1972561,831890278,128033288,3031390,831890278,130114936
10000,2026-03-09 14:42:50.818,2225833,877913765,146247856,88280,877913765,154707406,2295402,877913765,155698141,19651,877913765,159037109,1943,877913765,150450760,3480,877913765,146296077,3540223,877913765,145567035,3314624,877913765,149533745,2787393,877913765,153392416,360371,877913765,154273186,2566085,877913765,157415361,118786,877913765,151079943,146897371,877913765,151272274,2981501,877913765,145258974,922401,877913765,139159188,19769,877913765,68654180,153,877913765,68507696,2072861,877913765,107440448,1243883,877913765,144987233,822392,877913765,142015316,36,877913765,143501932,2782557,877913765,136316909,2461726,877913765,135086807,5011085,877913765,137101471
10500,2026-03-09 14:42:51.318,4188546,921304420,157946586,147371,921304420,166316691,2942509,921304420,165268186,24927,921304420,169312754,1439,921304420,158084736,2770,921304420,153938902,2605930,921304420,153150985,2021928,921304420,156315658,2337779,921304420,160858876,256535,921304420,160528856,1727390,921304420,162859036,374335,921304420,155181770,166459060,921304420,153913533,1147549,921304420,147721837,981841,921304420,142358849,8363,921304420,71936629,38,921304420,72519558,5791671,921304420,113498673,1685346,921304420,153673097,863208,921304420,150709477,48,921304420,151510058,3166741,921304420,144363323,3084125,921304420,143994267,6474436,921304420,146118359
11000,2026-03-09 14:42:51.818,3614731,966872209,168114262,132193,966872209,176488929,3139170,966872209,175377208,18206,966872209,176581615,1066,966872209,164153551,1454,966872209,158832758,1433677,966872209,158200783,1127724,966872209,160747482,1238845,966872209,165125510,225725,966872209,165784850,1759847,966872209,167984969,81062,966872209,161760710,152870872,966872209,161332203,2183499,966872209,154782847,946767,966872209,148781715,11110,966872209,76231736,262,966872209,77495000,5582619,966872209,120548422,3048999,966872209,164176445,1797256,966872209,160487588,83,966872209,161277216,3699723,966872209,154077129,2899593,966872209,152351089,7352667,966872209,156401575
11500,2026-03-09 14:42:52.318,2791512,1009489605,176398641,70645,1009489605,181920940,1682448,1009489605,180786703,12853,1009489605,181505486,1391,1009489605,171262563,3740,1009489605,168668879,4043109,1009489605,169500282,3752040,1009489605,173104097,3464263,1009489605,176058029,387910,1009489605,175236084,2682156,1009489605,176665444,46700,1009489605,169840617,222118207,1009489605,168520870,2844259,1009489605,161485159,1175175,1009489605,154206423,4356,1009489605,78320941,25,1009489605,79576709,3002861,1009489605,123970927,1043608,1009489605,168884998,467304,1009489605,164538887,30,1009489605,166076179,2483771,1009489605,161114183,2294353,1009489605,159445755,5634008,1009489605,164867638
12000,2026-03-09 14:42:52.818,3636012,1054289367,186902887,99236,1054289367,189648871,2044423,1054289367,187172894,13732,1054289367,186561499,973,1054289367,175428138,2228,1054289367,175064717,1907558,1054289367,175301271,1553457,1054289367,178874421,1915635,1054289367,182482352,169363,1054289367,179442629,1478919,1054289367,181513728,36982,1054289367,174097790,67994217,1054289367,172088441,1435784,1054289367,165943300,970085,1054289367,160658507,55529,1054289367,84355871,62,1054289367,83699609,5318984,1054314107,130204913,2181773,1054318918,178498960,1254619,1054323715,174218729,89,1054328506,177110797,4686951,1054333165,173534204,4028463,1054337874,171144007,8083013,1054342732,176529270
12500,2026-03-09 14:42:53.318,1642051,1098693886,191178156,93385,1098693886,196666482,2861772,1098693886,196291787,23703,1098693886,195838004,1756,1098693886,186399442,3929,1098693886,185375631,3596336,1098693886,185051480,3012719,1098693886,188454695,3063365,1098693886,191942921,352207,1098693886,187700457,2932892,1098693886,191060257,165602,1098693886,184360263,190339503,1098693886,182681049,2969519,1098693886,175916407,871051,1098693886,167946385,7127,1098693886,87093158,101,1098693886,86423863,3200918,1098693886,135048730,1915705,1098693886,184080739,1339691,1098693886,179129198,126,1098693886,181908082,1639958,1098693886,176811841,1381090,1098693886,174263238,3160573,1098693886,180336983
13000,2026-03-09 14:42:53.818,1422324,1137697220,195476859,63810,1137697220,201488253,1547574,1137697220,200981592,14630,1137697220,201165831,529,1137697220,191181960,1560,1137697220,189564682,1492922,1137697220,189237160,1028266,1137697220,191966478,1830116,1137697220,196376441,236367,1137697220,192005752,2292430,1137697220,195523126,324612,1137697220,188722192,440204546,1137697220,186453142,2596430,1137697220,180976944,1576974,1137697220,174185152,120373,1137697220,91725423,49,1137697220,91732982,7339653,1137697220,143010341,2759385,1137697220,196042495,1550242,1137697220,191790839,76,1137697220,193805845,3795917,1137697220,186837271,2549593,1137697220,181727695,3755371,1137697220,185844070
13500,2026-03-09 14:42:54.318,3909463,1169561388,205814489,83638,1169561388,209865840,2696247,1169561388,209698383,10185,1169561388,207153779,805,1169561388,196044233,3675,1169561388,196329399,1497543,1169561388,194272719,1091345,1169561388,196991029,1349056,1169561388,201953752,172680,1169561388,195048751,687738,1169561388,198598450,734377,1169561388,191765224,81524756,1169561388,190101887,892670,1169561388,184647998,968695,1169561388,178393069,5239,1169561388,93523786,25,1169561388,93003806,1120522,1169561388,144920447,925588,1169561388,199129957,644278,1169561388,194900058,17,1169561388,198125081,2383626,1169561388,193744869,2376495,1169561388,189468810,7561482,1169561388,196312285
14000,2026-03-09 14:42:54.818,1603420,1201819186,211293823,45451,1201819186,216583585,2363563,1201819186,219415712,15548,1201819186,216662950,1654,1201819186,205562456,4271,1201819186,204004460,1737619,1201819186,199679889,1284192,1201819186,202555653,1550382,1201819186,207992170,348136,1201819186,201098250,1501279,1201819186,205369597,1135435,1201819186,197382577,101376640,1201819186,194613576,1172844,1201819186,189695448,860402,1201819186,182040715,5847,1201819186,95365661,25,1201819186,94860620,1440567,1201819186,147419304,910727,1201819186,202235266,619133,1201819186,197979881,17,1201819186,200608350,937026,1201819186,196820912,948804,1201819186,193078007,2650194,1201819186,201150688
14500,2026-03-09 14:42:55.318,1541321,1232696540,214910671,42515,1232696540,221455265,859432,1232696540,223024426,9833,1232696540,222887245,1442,1232696540,213674392,4639,1232696540,212816344,3348502,1232696540,210634683,1871649,1232696540,210879312,1613983,1232696540,214426433,259024,1232696540,205693367,536910,1232696540,207834501,464072,1232696540,199758660,83922869,1232696540,197423231,938673,1232696540,193167240,909838,1232696540,185503601,6805,1232696540,97815058,25,1232696540,97319683,1879477,1232696540,150575766,1691805,1232696540,207991204,1091364,1232696540,203600310,101,1232696540,206156346,1869276,1232696540,202156033,1771032,1232696540,197708125,3040842,1232696540,204726604
