elapsed_ms,timestamp,dTLB-loads,dTLB-loads_time_enabled,dTLB-loads_time_running,dTLB-load-misses,dTLB-load-misses_time_enabled,dTLB-load-misses_time_running,dTLB-stores,dTLB-stores_time_enabled,dTLB-stores_time_running,dTLB-store-misses,dTLB-store-misses_time_enabled,dTLB-store-misses_time_running,iTLB-loads,iTLB-loads_time_enabled,iTLB-loads_time_running,iTLB-load-misses,iTLB-load-misses_time_enabled,iTLB-load-misses_time_running,L1-dcache-loads,L1-dcache-loads_time_enabled,L1-dcache-loads_time_running,L1-dcache-load-misses,L1-dcache-load-misses_time_enabled,L1-dcache-load-misses_time_running,L1-dcache-stores,L1-dcache-stores_time_enabled,L1-dcache-stores_time_running,L1-icache-load-misses,L1-icache-load-misses_time_enabled,L1-icache-load-misses_time_running,l1d.replacement,l1d.replacement_time_enabled,l1d.replacement_time_running,l1d_pend_miss.fb_full,l1d_pend_miss.fb_full_time_enabled,l1d_pend_miss.fb_full_time_running,l1d_pend_miss.pending,l1d_pend_miss.pending_time_enabled,l1d_pend_miss.pending_time_running,LLC-loads,LLC-loads_time_enabled,LLC-loads_time_running,LLC-load-misses,LLC-load-misses_time_enabled,LLC-load-misses_time_running,LLC-stores,LLC-stores_time_enabled,LLC-stores_time_running,LLC-store-misses,LLC-store-misses_time_enabled,LLC-store-misses_time_running,cache-references,cache-references_time_enabled,cache-references_time_running,cache-misses,cache-misses_time_enabled,cache-misses_time_running,mem-loads,mem-loads_time_enabled,mem-loads_time_running,mem-stores,mem-stores_time_enabled,mem-stores_time_running,mem_inst_retired.all_loads,mem_inst_retired.all_loads_time_enabled,mem_inst_retired.all_loads_time_running,mem_inst_retired.all_stores,mem_inst_retired.all_stores_time_enabled,mem_inst_retired.all_stores_time_running,mem_inst_retired.any,mem_inst_retired.any_time_enabled,mem_inst_retired.any_time_running
5500,2026-03-09 14:42:12.207,1218659,5489009226,914127775,791,5488988316,915366336,654866,5488994542,917067106,1004,5488976700,918367141,8119,5488972010,918049008,987,5488966742,916727351,1137980,5488961308,915775126,122714,5488956337,914806030,632414,5488950318,914855900,278422,5488944239,914927245,130481,5488937785,914782092,1650,5488931494,914588912,1688216,5488924907,913863452,23651,5488918907,913695342,1892,5488912848,913517291,12086,5488906627,455943908,577,5488900337,456434518,266294,5488894005,685168483,15524,5488887673,913583797,600,5488881496,914729117,593,5488875087,914909179,1188444,5488867142,914824335,684687,5488860735,914276435,1809137,5488854523,913923355
6000,2026-03-09 14:42:12.707,1536425,5988002482,997450971,5101,5987982471,997669326,717308,5987976742,998243496,1397,5987959771,998512428,6940,5987954500,998155662,1080,5987948222,997827898,1341944,5987941756,998069034,162432,5987935830,998095538,748266,5987929588,998740041,316997,5987923532,998783018,158820,5987917055,998659883,1907,5987910972,998486873,4172093,5987904381,997778836,47099,5987898305,997603539,7450,5987892237,997354249,19376,5987885996,497842536,1694,5987879695,498394482,399157,5987873367,748128095,96667,5987866992,997533751,8172,5987860817,998666318,2020,5987854395,998848366,1322210,5987846454,998764704,878184,5987840050,998116329,2288931,5987833846,997766920
6500,2026-03-09 14:42:13.207,1213458,6487251011,1077855733,799,6487229981,1079127768,694985,6487223270,1080738710,1073,6487205353,1081958450,6222,6487199621,1082082238,977,6487193304,1081745556,1260208,6487186849,1081965735,138474,6487180905,1082034094,718853,6487174680,1082640976,318951,6487168596,1082687742,146536,6487162127,1082575101,2277,6487155819,1082387304,1891991,6487149227,1081695704,39395,6487143210,1081527704,324,6487137147,1081026699,11181,6487130904,539564566,600,6487124604,540350648,279435,6487118320,811064673,12632,6487111937,1081455115,449,6487105760,1082599089,569,6487100443,1082282644,1242708,6487094002,1081155992,687808,6487088698,1079486327,1793358,6487083500,1078134425
7000,2026-03-09 14:42:13.707,1260723,6986821344,1161767932,823,6986800743,1163040587,681607,6986794174,1164678623,1054,6986776417,1165931655,7663,6986770833,1166050514,988,6986764639,1165702226,1250621,6986758336,1165907555,134672,6986752524,1165995941,690696,6986746791,1166571027,309470,6986740885,1166614711,137414,6986734515,1166520942,1994,6986728622,1166338552,2347605,6986722172,1165654210,33443,6986716271,1165499978,5469,6986710330,1164916441,16064,6986704265,581485458,1681,6986699338,581780459,329599,6986694259,872510186,55635,6986688873,1162870385,4709,6986683756,1163007382,1574,6986677975,1162728203,1270103,6986670230,1162586636,715290,6986663962,1161922852,1940196,6986658049,1161522010
7500,2026-03-09 14:42:14.207,1163916,7486607789,1245741640,840,7486586701,1247032347,622995,7486580001,1248682063,1018,7486562461,1249924195,7905,7486557452,1250050760,1024,7486551233,1249710295,1153958,7486545058,1249876124,143123,7486539254,1249752248,641223,7486533214,1250328244,269067,7486527188,1250379258,140250,7486520737,1250315128,4855,7486514450,1250353418,2100368,7486508908,1249139911,27301,7486503956,1247971846,2979,7486498844,1246387763,11961,7486492865,621492857,1263,7486486581,622352750,281853,7486480237,934064295,33427,7486473833,1245449381,2996,7486467653,1246548313,972,7486461242,1246720785,1127088,7486453294,1246578865,631304,7486446884,1245886985,1674826,7486440941,1245510862
8000,2026-03-09 14:42:14.707,1165157,7986297474,1329700414,768,7986276456,1331022529,625182,7986269741,1332705148,1005,7986252063,1333700071,11011,7986246336,1333819289,946,7986240042,1333471483,1154886,7986233541,1333651780,147113,7986227865,1333757953,626412,7986223082,1333776533,255959,7986218489,1332816220,136192,7986212986,1331755827,3816,7986207693,1330806816,2325446,7986201409,1329651315,31735,7986195351,1329471168,3491,7986189307,1328864353,14468,7986183083,663488601,1382,7986176967,664345719,362139,7986170637,997092612,49089,7986164265,1329480823,3331,7986158112,1330536172,1302,7986151682,1330754029,1154330,7986143780,1330564143,646854,7986137400,1329824331,1711343,7986131180,1329482071
8500,2026-03-09 14:42:15.207,1239952,8486059554,1413584977,1151,8486038768,1414881416,678132,8486032108,1416602304,1059,8486014201,1417641303,10831,8486010100,1417297162,988,8486004889,1415947456,1200410,8485999417,1415100657,141969,8485994539,1414241422,663482,8485988585,1414275088,283283,8485982554,1414331839,141806,8485976099,1414308281,4481,8485969792,1414331545,3224015,8485963263,1413666957,29717,8485957190,1413484568,5760,8485951125,1412837386,16612,8485944934,705432648,1934,8485938633,706311982,286143,8485932375,1060030448,60201,8485926016,1413388385,5219,8485919836,1414471015,1661,8485913462,1414698522,1212890,8485905512,1414544976,681637,8485899103,1413802943,1820907,8485892891,1413394462
9000,2026-03-09 14:42:15.707,1190446,8985742470,1497029778,762,8985722484,1497360248,639972,8985716857,1498052870,1007,8985699994,1498101930,11542,8985694571,1497831421,954,8985688315,1497473946,1225892,8985681907,1497567225,138750,8985676212,1497475411,690088,8985669992,1497991858,297965,8985663944,1498034904,133265,8985657524,1498090286,2356,8985651246,1498318384,3137892,8985644737,1497664392,27500,8985638682,1497482060,6141,8985632913,1496794875,16362,8985626704,747402026,1512,8985620432,748323221,243333,8985614109,1123028265,44933,8985607736,1497410668,3298,8985601589,1498469674,1384,8985595170,1498702293,1212459,8985587245,1498549127,678172,8985593431,1497800933,1761159,8985587219,1497426542
9500,2026-03-09 14:42:16.207,1169597,9485354575,1577519528,768,9485333527,1578838710,665791,9485326817,1580543305,1007,9485308905,1581600548,11585,9485303162,1581817113,965,9485297165,1581445712,1253530,9485290702,1581511721,141755,9485284749,1581420225,689436,9485278514,1581938445,286304,9485272546,1581992404,136250,9485266051,1582097508,3225,9485273141,1582291918,2104421,9485266593,1581657566,27954,9485260517,1581526604,3996,9485254449,1580733017,17297,9485248197,789074263,1488,9485241893,790068232,309007,9485235560,1185779603,51980,9485229179,1581165747,3794,9485223190,1582486778,1486,9485217999,1582228002,1158599,9485211402,1581074005,645946,9485205950,1579313641,1708134,9485200726,1577917907
10000,2026-03-09 14:42:16.707,1295743,9984924777,1661486178,936,9984903747,1662779505,715289,9984897039,1664485460,1139,9984879132,1665533923,9153,9984873445,1665732614,905,9984867133,1665375331,1300929,9984860677,1665389693,151087,9984854735,1665313751,711115,9984848506,1665823557,332052,9984842431,1665882207,149391,9984835955,1666105162,2283,9984829660,1666250742,2522950,9984823065,1665645896,40934,9984817243,1665509035,1859,9984811179,1664637034,16653,9984804936,831015246,1032,9984799704,831539397,424116,9984794554,1247213540,48188,9984789135,1662596224,3008,9984783876,1662880262,1243,9984777663,1662596140,1264491,9984769710,1662480667,709110,9984763301,1661703487,1907321,9984757089,1661346478
10500,2026-03-09 14:42:17.207,1378659,10484308006,1745296686,1110,10484287240,1746626665,745708,10484280529,1748368232,1168,10484262618,1749441478,7969,10484256892,1749670346,1180,10484250576,1749274323,1348514,10484244121,1749353535,148040,10484238179,1749256280,757971,10484231958,1749743642,330012,10484225891,1749814308,149502,10484219418,1749955918,2665,10484213128,1750103504,3177895,10484207636,1748993549,30884,10484202737,1747876672,5944,10484197596,1746011430,22125,10484191627,870952115,2344,10484185351,872017407,295724,10484179022,1308659082,61353,10484172630,1745045698,4550,10484166722,1746328365,1668,10484160313,1746543405,1332693,10484152365,1746425824,766039,10484145949,1745561383,2041699,10484139734,1745183273
11000,2026-03-09 14:42:17.707,2238855,10983340251,1829121765,9942,10983319210,1830481077,1265071,10983312513,1832251154,10963,10983294609,1833306671,19383,10983288862,1833617365,12583,10983282542,1832961950,1892263,10983276328,1833010997,173872,10983270354,1832898304,1044028,10983265298,1832839407,358824,10983260582,1832132789,159163,10983255005,1831283943,11466,10983249655,1830482486,3496903,10983243338,1829406090,38659,10983237240,1829316049,5766,10983231179,1828460708,34397,10983224946,912899396,5419,10983218653,913966372,412022,10983212336,1371546388,82926,10983205957,1828934665,7675,10983199797,1830233461,5850,10983193343,1830365470,1919481,10983185418,1830264716,1133882,10983178960,1829382814,3169496,10983172735,1829016268
11500,2026-03-09 14:42:18.207,1369343,11482412797,1912780747,905,11482391768,1914161425,759785,11482385062,1915953473,1503,11482367485,1917026123,9667,11482362863,1917026056,1846,11482357589,1915376847,1337794,11482352126,1914362266,138206,11482347415,1913278863,732304,11482341396,1913302936,315378,11482335305,1913537676,141900,11482328863,1913717090,2927,11482322564,1913864996,3662241,11482315975,1913215767,34113,11482310184,1913158067,7883,11482304125,1912303244,22416,11482297892,954807061,2534,11482291587,955900306,325009,11482285252,1434393776,71897,11482278890,1912761954,5219,11482272708,1914065545,1913,11482266295,1914214788,1348220,11482258348,1914183409,743956,11482251961,1913294638,1991888,11482245747,1912926696
12000,2026-03-09 14:42:18.707,1301716,11981867471,1996160819,984,11981847421,1996519672,705477,11981841670,1997336065,1313,11981824781,1997386126,8931,11981832256,1997470982,1206,11981825978,1996790836,1257761,11981819520,1996741383,135572,11981813597,1996671369,698944,11981807372,1997177046,315056,11981801307,1997447614,141275,11981794831,1997648045,3064,11981788538,1997801788,3578419,11981781942,1997160639,29620,11981775871,1997092756,7952,11981769811,1996210849,19678,11981763578,996726951,1152,11981757274,997880444,262286,11981750947,1497360137,48509,11981744573,1996720127,2140,11981738394,1998018375,1049,11981731979,1998114187,1277441,11981724035,1998107779,719346,11981717631,1997185201,1915975,11981711422,1996838133
12500,2026-03-09 14:42:19.207,1178956,12481251873,2076696197,798,12481230949,2078026782,666303,12481224269,2079836621,1067,12481206443,2080888339,9480,12481200737,2081412947,977,12481194445,2080776390,1199383,12481188363,2080746906,133297,12481182451,2080638423,680887,12481176248,2081127669,282817,12481170191,2081378477,130983,12481163728,2081369524,1648,12481157445,2081538577,2280755,12481150871,2080941966,24706,12481144827,2080860017,3330,12481138820,2080159665,17135,12481132595,1038690616,1068,12481126312,1039650917,297945,12481120005,1560131795,48448,12481113654,2080494000,2961,12481107505,2081775880,1037,12481102406,2081578868,1185032,12481095656,2080578336,648323,12481090270,2078642543,1725256,12481085097,2077318003
13000,2026-03-09 14:42:19.707,1396326,12980483298,2160539870,1182,12980462253,2161870934,769007,12980455541,2163713499,1073,12980437633,2164778716,8482,12980432203,2165270636,947,12980425884,2164641651,1352197,12980419429,2164601358,150823,12980413483,2164506541,761797,12980407339,2164965193,322468,12980401273,2165262586,147729,12980394801,2165280955,2607,12980388507,2165430326,2377295,12980381919,2164887989,39970,12980375880,2164768779,2195,12980369820,2164054332,20203,12980363736,1080645234,1200,12980358568,1081114055,362723,12980353342,1621524570,57490,12980347946,2161867731,3043,12980342943,2162112267,1158,12980336757,2161914885,1354789,12980328804,2161929003,775735,12980322395,2160957996,2075258,12980316191,2160650073
13500,2026-03-09 14:42:20.207,1289540,13480115242,2244445212,858,13480094388,2245757908,709176,13480087673,2247630168,1103,13480069761,2248710879,6322,13480064032,2249226615,1055,13480057710,2248589107,1297685,13480051250,2248536135,126906,13480045302,2248469193,716611,13480039072,2248906291,287698,13480033004,2249215816,119862,13480026535,2249243522,1707,13480020243,2249364412,1177002,13480015076,2248340085,12650,13480010121,2247215976,858,13480005022,2245500584,11343,13479999053,1120574076,721,13479992747,1121558232,216863,13479986418,1682951422,21574,13479980023,2244309816,1176,13479973844,2245568951,804,13479967458,2245868832,1251346,13479959515,2245908541,694634,13479953111,2244883397,1844715,13479946902,2244578497
14000,2026-03-09 14:42:20.707,1261670,13979343072,2328335579,828,13979322271,2329635792,704039,13979315552,2331594189,1126,13979297640,2332387481,6933,13979291906,2332905164,1090,13979285579,2332261574,1352592,13979279119,2332183221,134476,13979273166,2332396920,713915,13979268323,2332308726,284011,13979263299,2331635384,124673,13979257771,2330669163,1578,13979252360,2329802023,1695411,13979258909,2328808310,18135,13979252870,2328662726,2113,13979246806,2327922130,10437,13979240566,1162535473,1009,13979234265,1163530791,186081,13979227954,1745887211,28778,13979221587,2328232217,1878,13979215418,2329456952,960,13979209006,2329751404,1256406,13979201060,2329832144,705489,13979194635,2328726127,1863551,13979188427,2328447601
14500,2026-03-09 14:42:21.207,1282008,14478920964,2412261180,1181,14478899911,2413502208,714153,14478893199,2415489311,1096,14478875295,2416276445,5944,14478870627,2416242954,1109,14478865289,2414647623,1218323,14478859783,2413559510,121093,14478854852,2412763766,678813,14478848887,2412746622,265338,14478842805,2413080801,116254,14478836331,2413167514,1703,14478830038,2413270089,1269721,14478823451,2412758955,11660,14478817380,2412614609,864,14478811316,2411853024,10686,14478805085,1204532788,840,14478798809,1205515229,176026,14478792509,1808837909,19801,14478786179,2412188095,839,14478780007,2413411938,629,14478773613,2413685603,1231631,14478765669,2413798788,707523,14478759260,2412642868,1884715,14478753064,2412362477
