elapsed_ms,timestamp,dTLB-loads,dTLB-loads_time_enabled,dTLB-loads_time_running,dTLB-load-misses,dTLB-load-misses_time_enabled,dTLB-load-misses_time_running,dTLB-stores,dTLB-stores_time_enabled,dTLB-stores_time_running,dTLB-store-misses,dTLB-store-misses_time_enabled,dTLB-store-misses_time_running,iTLB-loads,iTLB-loads_time_enabled,iTLB-loads_time_running,iTLB-load-misses,iTLB-load-misses_time_enabled,iTLB-load-misses_time_running,L1-dcache-loads,L1-dcache-loads_time_enabled,L1-dcache-loads_time_running,L1-dcache-load-misses,L1-dcache-load-misses_time_enabled,L1-dcache-load-misses_time_running,L1-dcache-stores,L1-dcache-stores_time_enabled,L1-dcache-stores_time_running,L1-icache-load-misses,L1-icache-load-misses_time_enabled,L1-icache-load-misses_time_running,l1d.replacement,l1d.replacement_time_enabled,l1d.replacement_time_running,l1d_pend_miss.fb_full,l1d_pend_miss.fb_full_time_enabled,l1d_pend_miss.fb_full_time_running,l1d_pend_miss.pending,l1d_pend_miss.pending_time_enabled,l1d_pend_miss.pending_time_running,LLC-loads,LLC-loads_time_enabled,LLC-loads_time_running,LLC-load-misses,LLC-load-misses_time_enabled,LLC-load-misses_time_running,LLC-stores,LLC-stores_time_enabled,LLC-stores_time_running,LLC-store-misses,LLC-store-misses_time_enabled,LLC-store-misses_time_running,cache-references,cache-references_time_enabled,cache-references_time_running,cache-misses,cache-misses_time_enabled,cache-misses_time_running,mem-loads,mem-loads_time_enabled,mem-loads_time_running,mem-stores,mem-stores_time_enabled,mem-stores_time_running,mem_inst_retired.all_loads,mem_inst_retired.all_loads_time_enabled,mem_inst_retired.all_loads_time_running,mem_inst_retired.all_stores,mem_inst_retired.all_stores_time_enabled,mem_inst_retired.all_stores_time_running,mem_inst_retired.any,mem_inst_retired.any_time_enabled,mem_inst_retired.any_time_running
6000,2026-03-09 14:40:30.320,269570934,5960199138,989497943,1838,5960187240,992085484,149932820,5960181285,993098225,1119,5960175799,995292236,29522,5960169762,996305792,1177,5960162702,997065431,263743835,5960156465,996628953,233492401,5960150414,996878804,151657218,5960144055,996624355,869482,5960137824,994550185,234823650,5960131449,994923984,2945769,5960125288,994382927,5398958260,5960119032,993203083,131480886,5960112108,994193986,6644,5960105571,994830629,68278,5960100436,496860286,1118,5960094153,495771229,351385892,5960078563,742630993,151064,5960071769,991198146,6683,5960065114,991658439,1895,5960058342,990443992,265555669,5960051550,989961448,152856181,5960044687,989515191,296066367,5960037910,988385824
6500,2026-03-09 14:40:30.820,274951029,6458720453,1073286414,2713,6458708443,1075809749,158902212,6458702435,1076915393,1143,6458696899,1079138856,28487,6458690807,1080112594,1338,6458683653,1080906638,272761874,6458677369,1080446209,244615348,6458671388,1080670624,155648297,6458665006,1080378291,813616,6458658728,1078064167,242489919,6458653536,1078010014,3305331,6458648523,1076557512,5555552663,6458643395,1074420187,131579586,6458637397,1074645837,2042,6458629849,1075204593,76032,6458623394,538047820,1490,6458616808,537427280,376999031,6458601172,805256986,75072,6458594334,1074789003,4750,6458587625,1075493339,1520,6458580805,1074329094,271424450,6458573968,1073863349,152858659,6458567060,1073346696,298934660,6458560239,1072183640
7000,2026-03-09 14:40:31.320,279871437,6957855160,1157123033,1931,6957843144,1159665906,160069119,6957837351,1160797863,1094,6957831809,1163044803,25925,6957825716,1163947354,1439,6957818546,1164687602,279449754,6957813376,1163783012,246094847,6957808402,1162962961,156452842,6957803008,1161812181,791406,6957797699,1158551472,238389726,6957791516,1158433135,3424669,6957785317,1157881256,5687925169,6957779005,1156684043,138230708,6957772043,1157933286,3770,6957764280,1159008189,58025,6957757819,579995485,1176,6957751228,579374362,374907742,6957735898,868149742,108721,6957729095,1158649562,5917,6957722388,1159310620,2012,6957715545,1158174474,275512256,6957708704,1157738321,157386022,6957701790,1157170824,307547898,6957694963,1156047911
7500,2026-03-09 14:40:31.820,276478131,7456359736,1240618810,3136,7456347720,1243510403,154308655,7456342847,1244052046,1281,7456338572,1245243831,24724,7456333501,1245227254,1844,7456327690,1244992598,265128553,7456321677,1244079814,237695425,7456315549,1244220143,154082924,7456309160,1243885278,846589,7456302882,1241639999,248212186,7456296493,1242120246,3453999,7456290283,1241666871,5794884201,7456283958,1240636913,137986416,7456276997,1241790429,1289,7456269194,1242840020,54224,7456262735,621944715,1356,7456256114,621342483,376928595,7456240533,931078762,64373,7456233729,1242491458,1901,7456227065,1243174654,690,7456220202,1242054551,278097434,7456213350,1241245330,160009854,7456206407,1240759263,308700124,7456199592,1239647463
8000,2026-03-09 14:40:32.320,276202728,7955727722,1322165720,1406,7955716695,1324066604,154851899,7955710975,1324558815,1031,7955705574,1326724443,28432,7955699478,1327704584,1227,7955692321,1328137033,279152799,7955686037,1327773586,248809252,7955680079,1327917246,159067297,7955673675,1327592730,700547,7955667439,1325649365,246851761,7955661010,1326100122,3450346,7955654836,1325640825,5808629168,7955648601,1324313949,139612478,7955641640,1325469162,4126,7955633840,1326555841,55356,7955627695,663964877,707,7955621109,663325355,382607089,7955605520,994073935,38024,7955598706,1326467801,1414,7955592004,1327143951,1145,7955585234,1326007460,282088759,7955578393,1325196266,159661385,7955572290,1324276630,307026659,7955566347,1322196345
8500,2026-03-09 14:40:32.820,277581669,8455093551,1404314697,1502,8455081643,1407205972,160717135,8455075663,1408238937,1013,8455070161,1410458597,32162,8455064098,1411708406,934,8455057129,1412133712,275355736,8455050871,1411512456,246107087,8455044801,1411638329,157444987,8455038429,1411306730,728940,8455032234,1409368608,247131781,8455025834,1410080577,3354773,8455019653,1409641451,5775107965,8455013613,1408298779,139489227,8455006681,1409473362,881,8454998924,1410545130,52266,8454992545,705951762,1078,8454985968,705338136,379579313,8454970415,1057066892,49380,8454964809,1410012144,1439,8454959393,1409686158,768,8454953624,1407531677,271953044,8454947853,1405743718,154111574,8454941531,1404704704,301750276,8454934738,1403571425
9000,2026-03-09 14:40:33.320,278425354,8954844873,1488058345,1435,8954832838,1490930811,156961007,8954826830,1491947124,1012,8954821286,1494466426,34473,8954815190,1495711735,1053,8954808027,1496122299,278720407,8954801736,1495514023,250368119,8954795620,1495629095,161414836,8954789210,1495292262,723987,8954782928,1493359318,251621252,8954776503,1494093928,2964668,8954770295,1493644280,5832063177,8954763987,1492315944,139208268,8954757015,1493486271,1612,8954750385,1494079646,50633,8954745082,746499361,865,8954738746,745343312,367299738,8954723102,1117072199,45852,8954716272,1490493389,1501,8954709569,1491157175,961,8954702745,1489981325,273902320,8954696010,1489227349,158981454,8954689102,1488711832,305268182,8954682283,1487278005
9500,2026-03-09 14:40:33.820,274105687,9453267513,1572015831,2443,9453255820,1574619913,154646461,9453249825,1575677941,1084,9453244294,1578213268,27165,9453238206,1579494709,981,9453231058,1579913266,269315238,9453224780,1579008840,239519311,9453218676,1579121662,150870245,9453212272,1578527299,708321,9453205998,1576847089,239472684,9453200707,1577383130,3376472,9453195936,1575951353,5394947863,9453190590,1573849699,131290157,9453184550,1574018858,1140,9453176961,1574264253,51088,9453170516,787698897,1584,9453163938,787368767,368560928,9453148341,1179803342,67142,9453141511,1574202407,2581,9453134810,1574861352,1423,9453127988,1573682041,273776967,9453121144,1573229786,153950269,9453114532,1572722508,298816924,9453107719,1571253389
10000,2026-03-09 14:40:34.320,280473264,9952478654,1655716054,3384,9952466848,1658543737,159452650,9952460868,1659602965,1101,9952455369,1662175806,24314,9952449302,1663466157,992,9952442149,1663918908,274452514,9952437049,1662335092,239486624,9952432085,1661403901,146971056,9952426732,1659810686,744242,9952421440,1657112659,233782501,9952415280,1657593256,3186397,9952409111,1657228617,5453954321,9952402836,1656123649,140370382,9952411062,1657272722,564,9952403299,1658301440,53185,9952396894,829723009,564,9952390341,829363464,386677242,9952374768,1242791971,51796,9952367986,1658207512,2933,9952361334,1658855377,1278,9952354581,1657671883,276359415,9952360251,1656963955,156163896,9952353444,1656425993,306906379,9952346642,1654953030
10500,2026-03-09 14:40:34.820,279044803,10450881228,1739703614,1937,10450884013,1742517876,159808884,10450879289,1743135125,1036,10450875128,1744744702,25373,10450870056,1744328868,880,10450863914,1743804243,267850271,10450858169,1742082237,240134076,10450852088,1741934713,160615093,10450845711,1741871956,788549,10450839457,1740136981,247222221,10450833064,1741189655,3385087,10450826901,1741050605,5615822002,10450820605,1739882187,141992307,10450813668,1741063498,1451,10450805890,1742092382,62905,10450799455,871710859,2386,10450793164,871337739,377972753,10450777747,1305524474,61842,10450771084,1741945298,2147,10450764452,1742600709,852,10450757615,1741436605,278239214,10450751471,1740977479,158789585,10450744651,1740434592,305233944,10450738078,1738931416
11000,2026-03-09 14:40:35.320,268190192,10949321825,1820852461,1381,10949310895,1822650565,151357504,10949305295,1823100606,1013,10949299814,1825723022,31771,10949293729,1826539857,743,10949286574,1827007983,277758066,10949280299,1826087051,245402667,10949274138,1825735786,157556763,10949267715,1825639432,707059,10949261494,1823929119,241810722,10949255143,1824987514,3218005,10949249005,1825051130,5575136072,10949242635,1823718106,139428675,10949235672,1824856937,1787,10949227942,1825879659,48472,10949221632,913710265,647,10949215418,913344968,375015431,10949200416,1368545676,47629,10949193981,1825946628,1378,10949187851,1826628728,797,10949181307,1824915657,273827292,10949174506,1824451562,153266688,10949168425,1823327472,293938035,10949162680,1820785770
11500,2026-03-09 14:40:35.820,272212160,11447814220,1903295014,1411,11447803325,1905866155,159709552,11447797564,1906860850,1007,11447792197,1909466569,26116,11447786199,1910285148,814,11447779042,1911004903,277356863,11447772765,1910056319,245144095,11447766956,1909756974,158572799,11447760559,1909642187,678663,11447754281,1907916285,243642028,11447747861,1908994171,3144588,11447741665,1909034300,5548211050,11447735365,1907528742,139831827,11447728419,1908398989,2811,11447720630,1909420693,49603,11447714358,955675409,1186,11447707780,954852745,381171226,11447692155,1431034041,65612,11447686932,1908759061,3131,11447681343,1908471906,978,11447675701,1906193551,266580651,11447669861,1904738688,152622185,11447663201,1903724977,294369438,11447656386,1902181086
12000,2026-03-09 14:40:36.320,282354854,11946645981,1986968468,2828,11946633973,1989532443,156974010,11946627973,1990516513,1084,11946622436,1993420345,25765,11946616356,1994268983,1263,11946609443,1994967228,280484521,11946603165,1994036521,249899960,11946597061,1993696623,162069230,11946590679,1993399071,623482,11946584408,1991428702,250609212,11946577992,1992509411,3490137,11946571792,1992589351,5691868831,11946565491,1991266373,143353681,11946558523,1992400689,2769,11946551805,1992981778,47237,11946546528,996184721,672,11946540219,994803377,373466387,11946524604,1490970088,27174,11946517775,1988864032,558,11946511077,1989633808,588,11946504260,1988348317,282792352,11946497422,1987918399,163577426,11946490520,1987733107,312144684,11946483707,1985893421
12500,2026-03-09 14:40:36.820,277063544,12444136507,2070684294,2863,12444124505,2073217232,156166721,12444118817,2074218149,1090,12444113287,2076898836,29140,12444107201,2077991566,874,12444100047,2078703656,280725387,12444093767,2077748407,249202773,12444087665,2077162225,161138637,12444081268,2076643898,743945,12444074992,2074700784,245977646,12444069759,2075318453,3280733,12444064676,2074917355,5490163938,12444059318,2072551819,135423864,12444053316,2071987952,8243,12444045746,2072500854,58753,12444039308,1037616742,1068,12444032719,1036779278,381987981,12444017114,1553939952,82389,12444010290,2072843880,9661,12444003583,2073630316,1717,12443996761,2072111775,277027433,12443989926,2071699559,156292667,12443983022,2071498388,303870465,12443976203,2069628688
13000,2026-03-09 14:40:37.320,280357592,12942526131,2154349797,2579,12942514099,2157159442,161048088,12942508088,2158111887,1066,12942502549,2160876145,29473,12942496459,2161786499,945,12942489296,2162492698,275223264,12942484158,2161120830,243033710,12942479235,2159520689,152277455,12942473825,2158174371,749635,12942468511,2155225164,234525961,12942462350,2155684162,3217389,12942456143,2156301132,5403656199,12942449857,2154692991,138348035,12942442899,2154933585,3031,12942435107,2156066077,57063,12942428882,1079612724,1176,12942422305,1078274032,376137568,12942406671,1616432053,58808,12942399845,2156316933,2453,12942393149,2157116959,870,12942386333,2156079095,273861769,12942379497,2155387203,158794051,12942372599,2155213478,305683776,12942365787,2153259293
13500,2026-03-09 14:40:37.820,277154990,13441088368,2237589665,1535,13441076385,2240894428,158817052,13441071525,2241415935,1036,13441067116,2243151339,25502,13441062016,2243091933,1000,13441055788,2242758285,272567074,13441049700,2241274389,244433781,13441043633,2240931044,160197253,13441037257,2240564516,646600,13441030973,2238639281,248935230,13441024531,2239613156,3294397,13441018314,2240001632,5535776552,13441012000,2238427433,140305795,13441005028,2238656180,4626,13440997221,2239829345,50367,13440990769,1121597495,1583,13440984178,1120240564,376587074,13440968483,1679401827,67826,13440961661,2240284458,2872,13440954942,2241043529,1032,13440948111,2240023119,274532863,13440941258,2238833492,156196900,13440934347,2238654242,303765377,13440927512,2236540571
14000,2026-03-09 14:40:38.320,276172368,13940189555,2318823155,2834,13940178905,2321156074,159406307,13940173158,2321788085,1061,13940167640,2324509075,26411,13940161541,2325477760,785,13940154369,2326136708,284324982,13940148075,2325268467,250438470,13940142176,2324940082,160023612,13940135762,2324546618,720479,13940129542,2322639101,246344122,13940123098,2323571216,3180426,13940116881,2323751019,5577813684,13940110625,2322197117,140705471,13940103657,2322409719,2903,13940095856,2323600647,50580,13940089570,1163592111,935,13940082986,1161968143,383347648,13940067353,1742098850,36494,13940060533,2323979303,1271,13940053819,2324771679,707,13940046983,2324017702,282950963,13940040133,2322829030,159052059,13940034404,2321987191,306124007,13940028573,2318835019
14500,2026-03-09 14:40:38.820,278349066,14437675067,2401145286,3002,14437663033,2403962136,157384981,14437657017,2405168443,1307,14437651458,2407903420,25513,14437645356,2408928737,1042,14437638193,2409830948,273587761,14437631900,2408955295,243365886,14437625786,2408623960,155995953,14437619367,2407737793,690342,14437613081,2406140771,243972668,14437606849,2407048033,3347972,14437600631,2407192263,5499794489,14437594314,2406123383,138401663,14437587343,2406309209,3802,14437579534,2407239607,48669,14437573076,1204973841,863,14437566481,1203613232,383347911,14437550934,1804721401,42188,14437545243,2407165930,1079,14437539754,2407279873,630,14437533919,2405288984,269357301,14437528109,2403096435,154898938,14437521446,2402097074,303017582,14437514617,2399939827
