elapsed_ms,timestamp,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,iTLB-loads,iTLB-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-icache-load-misses,l1d.replacement,l1d_pend_miss.fb_full,l1d_pend_miss.pending,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,cache-references,cache-misses,mem-loads,mem-stores,mem_inst_retired.all_loads,mem_inst_retired.all_stores,mem_inst_retired.any
17500,2026-03-08 19:23:36.924,19899503,2755,13240534,194,2033,185,4286354,2606781,119538,60485,2765208,3073525,675651613,2443680,1891502,11847,5953,3924668,3986224,1783518,22160,19343489,16412690,38027393
18000,2026-03-08 19:23:37.424,6370358,1431,7849971,203,2670,162,11316300,2473341,4903320,58206,2308765,1286739,409603539,1593676,1274233,33520,16007,4481571,4805635,2446144,5765,4314469,119429,5295793
18500,2026-03-08 19:23:37.924,22222546,2966,10534699,203,1640,169,6167909,2302854,8747155,61128,2109169,1929535,517618124,2224102,2033312,2038,200,4235298,4232534,1784891,18375,20204890,18208352,44655621
19000,2026-03-08 19:23:38.424,29351379,3566,14553842,196,1606,160,3128265,2899551,121331,58725,2805151,3998744,734662119,2761242,2496175,8680,10815,4080899,3898557,1286253,49963,35697567,34797932,63792928
19500,2026-03-08 19:23:38.924,10836027,1548,6397052,181,1620,167,12997164,2173963,15172175,65463,2188260,2194801,536859379,2315727,2150101,1896,151,4110602,4251589,1920293,10874,11687219,9767791,22422350
20000,2026-03-08 19:23:39.424,11143260,2840,3977326,187,1811,161,3181475,3017110,128806,69060,2755025,3543930,680455155,2378655,1740587,23135,12210,3739324,3853960,1530750,28537,19698566,11916338,20673831
20500,2026-03-08 19:23:39.924,17016236,2049,10268067,189,1917,201,7778304,2278301,9432611,69354,2174567,1985982,475178703,2026741,1848318,12125,7116,4241144,4484226,2106672,15601,17094950,16865972,36817969
21000,2026-03-08 19:23:40.424,9289918,1963,1767207,194,1542,150,2721745,2539811,114344,52258,2501184,3034010,622766569,2400907,1879917,24353,15858,3537724,3411560,1010541,34321,24132889,16639093,25386107
21500,2026-03-08 19:23:40.924,10959150,2828,9801168,193,1709,207,13954459,2571822,9688295,60755,2608434,2773301,475743038,1833835,1557130,26558,12512,4472968,4742556,2460737,6839,7260299,6492708,19230612
22000,2026-03-08 19:23:41.424,11596696,1202,9243016,203,1940,209,14909299,2224559,11008476,63299,2346970,2360878,580487155,2504906,2143572,8694,6134,4130836,4075813,1957347,13088,11549030,9071432,21138563
22500,2026-03-08 19:23:41.924,10680204,2418,10040512,199,1692,196,17440707,2613285,10945789,67717,2900084,4059670,746162400,2971229,2380703,17306,11290,4252707,4213058,1959774,21296,16797330,9634716,18569882
23000,2026-03-08 19:23:42.424,10023667,2010,14043407,193,1879,209,16029264,2633653,13346728,56008,2833537,2983196,587530670,2405567,2028504,13385,6093,4457916,4624081,2527576,1798,3196807,2680414,12778298
23500,2026-03-08 19:23:42.924,12744060,3354,10076580,188,1521,192,10518652,2764734,3018663,70643,2514599,2646037,501216829,2095945,1646016,13372,7345,4165587,4018663,1788499,11266,11007094,8790780,21747148
24000,2026-03-08 19:23:43.424,12409219,1180,8712620,191,1572,190,8855045,2813963,8976378,52136,2661702,3089876,658599424,2656817,2192313,19079,11832,4304867,4095556,1663303,29014,21506804,16213086,29450303
24500,2026-03-08 19:23:43.924,12674771,1733,13773313,176,1466,158,17876088,2693822,17783703,61056,2715143,3282212,657510084,2628699,2265869,11592,5737,4527475,4538434,2320588,14782,14205636,11313587,24818337
25000,2026-03-08 19:23:44.424,7599151,2922,113032,187,1536,153,4738615,2618889,6789983,53018,2443293,2893557,630410498,2898543,2467324,14556,11301,3842542,3546985,1260216,27696,20109895,14149889,21893894
25500,2026-03-08 19:23:44.924,14907059,6788,10210193,184,1373,173,25054886,2127214,22132085,76958,2284978,2953972,615397362,2363515,2104833,3020,179,4339861,4622215,2207622,13563,12245878,11990335,27085752
26000,2026-03-08 19:23:45.424,5515848,20572,131931,329,1265,297,8339420,1644281,7801518,77574,1656837,1204698,417662876,1515604,1366020,3711,2958,2832473,3434988,1331369,24169,13383228,10615919,18978255
26500,2026-03-08 19:23:45.924,11514248,8385,3550853,236,1471,258,2588774,2335017,127653,76751,2391579,3272730,626624922,2319135,1844929,24493,13900,3161028,3242582,1092277,31801,22858281,16481148,26231134
27000,2026-03-08 19:23:46.424,17767578,5118,11628896,224,1779,291,2989003,1979522,5113777,84471,1938422,1944834,543044698,1727493,1747588,3973,1527,2936108,3647842,1482305,25362,17575965,17071204,36785091
27500,2026-03-08 19:23:46.924,20165448,7085,14530725,203,1821,197,5052807,2142080,135857,93184,1764892,1280291,454773018,1588369,1499519,2294,343,2960179,3693801,1733153,17397,14060253,14217639,36439813
28000,2026-03-08 19:23:47.424,12319007,1466,10130417,244,1773,218,9869258,2622319,6564642,59888,3152515,4278976,708795324,2533539,1871649,23690,12858,4248305,3977495,1618691,16324,13276223,10160479,20941945
28500,2026-03-08 19:23:47.924,11588152,1157,8967558,219,1440,169,21663158,2472567,19245442,56419,2872152,3640881,683442693,2657329,2177535,12795,5405,4472645,4479335,2284685,10437,10761225,8843793,19958074
29000,2026-03-08 19:23:48.424,18576636,3885,11914759,221,1344,213,5904503,2435692,5873751,71767,2272072,1925685,500779071,2146480,1886740,2230,1959,3958186,4057303,1825225,14657,14437062,14565404,35953959
29500,2026-03-08 19:23:48.924,12269588,12952,11871338,400,1976,353,15580104,1920526,14741086,89324,1978025,2271715,554354232,1748259,1721932,2683,5262,3143504,3833927,1781987,15656,8611724,6936081,17466463
